Fecha;Dia;Temperatura (entrada);Temperatura (zona ampliación);Humedad (entrada);Humedad (zona ampliación);;;;;;
2-Jan-12;Lunes;24;NA;31;NA;;;;;;
3-Jan-12;Martes;23;NA;33;NA;;;;;;
4-Jan-12;Miércoles;22;NA;33;NA;;;;;;
5-Jan-12;Jueves;22;NA;33;NA;;;;;;
6-Jan-12;Viernes;22;NA;33;NA;;;;;;
9-Jan-12;Lunes;22;NA;33;NA;;;;;;
10-Jan-12;Martes;22;NA;34;NA;;;;;;
11-Jan-12;Miércoles;22;NA;33;NA;;;;;;
12-Jan-12;Jueves;22;NA;33;NA;;;;;;
13-Jan-12;Viernes;22;NA;35;NA;;;;;;
16-Jan-12;Lunes;26;NA;30;NA;;;;;;
17-Jan-12;Martes;22;NA;32;NA;;;;;;
18-Jan-12;Miércoles;24;NA;32;NA;;;;;;
19-Jan-12;Jueves;26;NA;32;NA;;;;;;
20-Jan-12;Viernes;22;NA;40;NA;;;;;;
23-Jan-12;Lunes;26;NA;30;NA;;;;;;
24-Jan-12;Martes;28;NA;28;NA;;;;;;
25-Jan-12;Miércoles;27;NA;29;NA;;;;;;
26-Jan-12;Jueves;27;NA;28;NA;;;;;;
27-Jan-12;Viernes;24;NA;29;NA;;;;;;
30-Jan-12;Lunes;20;NA;29;NA;;;;;;
31-Jan-12;Martes;22;NA;31;NA;;;;;;
1-feb-12;Miércoles;22;NA;31;NA;;;;;;
2-feb-12;Jueves;23;NA;32;NA;;;;;;
3-feb-12;Viernes;23;NA;32;NA;;;;;;
6-feb-12;Lunes;24;NA;32;NA;;;;;;
7-feb-12;Martes;24;NA;32;NA;;;;;;
8-feb-12;Miércoles;22;NA;33;NA;;;;;;
9-feb-12;Jueves;21;NA;33;NA;;;;;;
10-feb-12;Viernes;25;NA;32;NA;;;;;;
13-feb-12;Lunes;23;NA;33;NA;;;;;;
14-feb-12;Martes;24;NA;32;NA;;;;;;
15-feb-12;Miércoles;25;NA;33;NA;;;;;;
16-feb-12;Jueves;22;NA;31;NA;;;;;;
17-feb-12;Viernes;23;NA;33;NA;;;;;;
20-feb-12;Lunes;;NA;;NA;;;;;;
21-feb-12;Martes;;NA;;NA;;;;;;
22-feb-12;Miércoles;23;NA;33;NA;;;;;;
23-feb-12;Jueves;23;NA;33;NA;;;;;;
24-feb-12;Viernes;23;NA;33;NA;;;;;;
27-feb-12;Lunes;23;NA;33;NA;;;;;;
28-feb-12;Martes;23;NA;33;NA;;;;;;
29-feb-12;Miércoles;23;NA;33;NA;;;;;;
1-mar-12;Jueves;23;NA;34;NA;;;;;;
2-mar-12;Viernes;22;NA;35;NA;;;;;;
5-mar-12;Lunes;22;NA;35;NA;;;;;;
6-mar-12;Martes;22;NA;36;NA;;;;;;
7-mar-12;Miércoles;22;NA;36;NA;;;;;;
8-mar-12;Jueves;22;NA;36;NA;;;;;;
9-mar-12;Viernes;24;NA;40;NA;;;;;;
12-mar-12;Lunes;29;NA;29;NA;;;;;;
13-mar-12;Martes;29;NA;30;NA;;;;;;
14-mar-12;Miércoles;25;NA;31;NA;;;;;;
15-mar-12;Jueves;23;NA;33;NA;;;;;;
16-mar-12;Viernes;22;NA;33;NA;;;;;;
19-mar-12;Lunes;20;NA;34;NA;;;;;;
20-mar-12;Martes;20;NA;36;NA;;;;;;
21-mar-12;Miércoles;22;NA;34;NA;;;;;;
22-mar-12;Jueves;22;NA;34;NA;;;;;;
23-mar-12;Viernes;22;NA;34;NA;;;;;;
26-mar-12;Lunes;22;NA;35;NA;;;;;;
27-mar-12;Martes;22;NA;35;NA;;;;;;
28-mar-12;Miércoles;22;NA;36;NA;;;;;;
29-mar-12;Jueves;22;NA;36;NA;;;;;;
30-mar-12;Viernes;22;NA;35;NA;;;;;;
2-Apr-12;Lunes;22;NA;35;NA;;;;;;
3-Apr-12;Martes;22;NA;35;NA;;;;;;
4-Apr-12;Miércoles;22;NA;35;NA;;;;;;
5-Apr-12;Jueves;22;NA;35;NA;;;;;;
6-Apr-12;Viernes;;NA;;NA;;;;;;
9-Apr-12;Lunes;22;NA;35;NA;;;;;;
10-Apr-12;Martes;22;NA;35;NA;;;;;;
11-Apr-12;Miércoles;22;NA;35;NA;;;;;;
12-Apr-12;Jueves;22;NA;36;NA;;;;;;
13-Apr-12;Viernes;22;NA;36;NA;;;;;;
16-Apr-12;Lunes;21;NA;35;NA;;;;;;
17-Apr-12;Martes;22;NA;36;NA;;;;;;
18-Apr-12;Miércoles;23;NA;35;NA;;;;;;
19-Apr-12;Jueves;24;NA;34;NA;;;;;;
20-Apr-12;Viernes;21;NA;35;NA;;;;;;
23-Apr-12;Lunes;22;NA;36;NA;;;;;;
24-Apr-12;Martes;23;NA;35;NA;;;;;;
25-Apr-12;Miércoles;24;NA;34;NA;;;;;;
26-Apr-12;Jueves;;NA;;NA;;;;;;
27-Apr-12;Viernes;;NA;;NA;;;;;;
30-Apr-12;Lunes;22;NA;35;NA;;;;;;
1-may-12;Martes;;NA;;NA;;;;;;
2-may-12;Miércoles;22;NA;34;NA;;;;;;
3-may-12;Jueves;22;NA;34;NA;;;;;;
4-may-12;Viernes;22;NA;34;NA;;;;;;
7-may-12;Lunes;22;NA;33;NA;;;;;;
8-may-12;Martes;22;NA;33;NA;;;;;;
9-may-12;Miércoles;22;NA;33;NA;;;;;;
10-may-12;Jueves;22;NA;33;NA;;;;;;
11-may-12;Viernes;24;NA;36;NA;;;;;;
14-may-12;Lunes;24;NA;34;NA;;;;;;
15-may-12;Martes;24;NA;33;NA;;;;;;
16-may-12;Miércoles;24;NA;33;NA;;;;;;
17-may-12;Jueves;24;NA;34;NA;;;;;;
18-may-12;Viernes;25;NA;33;NA;;;;;;
21-may-12;Lunes;22;NA;34;NA;;;;;;
22-may-12;Martes;22;NA;36;NA;;;;;;
23-may-12;Miércoles;22;NA;35;NA;;;;;;
24-may-12;Jueves;22;NA;35;NA;;;;;;
25-may-12;Viernes;22;NA;36;NA;;;;;;
28-may-12;Lunes;21;NA;35;NA;;;;;;
29-may-12;Martes;22;NA;36;NA;;;;;;
30-may-12;Miércoles;22;NA;37;NA;;;;;;
31-may-12;Jueves;26;NA;35;NA;;;;;;
1-jun-12;Viernes;23;NA;36;NA;;;;;;
4-jun-12;Lunes;22;NA;41;NA;;;;;;
5-jun-12;Martes;22;NA;36;NA;;;;;;
6-jun-12;Miércoles;22;NA;36;NA;;;;;;
7-jun-12;Jueves;22;NA;37;NA;;;;;;
8-jun-12;Viernes;22;NA;39;NA;;;;;;
11-jun-12;Lunes;22;NA;36;NA;;;;;;
12-jun-12;Martes;22;NA;38;NA;;;;;;
13-jun-12;Miércoles;22;NA;37;NA;;;;;;
14-jun-12;Jueves;22;NA;37;NA;;;;;;
15-jun-12;Viernes;24;NA;35;NA;;;;;;
18-jun-12;Lunes;23;NA;39;NA;;;;;;
19-jun-12;Martes;26;NA;32;NA;;;;;;
20-jun-12;Miércoles;27;NA;30;NA;;;;;;
21-jun-12;Jueves;28;NA;29;NA;;;;;;
22-jun-12;Viernes;28;NA;30;NA;;;;;;
25-jun-12;Lunes;27;NA;29;NA;;;;;;
26-jun-12;Martes;22;NA;36;NA;;;;;;
27-jun-12;Miércoles;21;NA;34;NA;;;;;;
28-jun-12;Jueves;23;NA;34;NA;;;;;;
29-jun-12;Viernes;23;NA;33;NA;;;;;;
2-jul-12;Lunes;23;NA;33;NA;;;;;;
3-jul-12;Martes;23;NA;34;NA;;;;;;
4-jul-12;Miércoles;23;NA;34;NA;;;;;;
5-jul-12;Jueves;23;NA;35;NA;;;;;;
6-jul-12;Viernes;23;NA;36;NA;;;;;;
9-jul-12;Lunes;23;NA;33;NA;;;;;;
10-jul-12;Martes;23;NA;33;NA;;;;;;
11-jul-12;Miércoles;23;NA;33;NA;;;;;;
12-jul-12;Jueves;23;NA;33;NA;;;;;;
13-jul-12;Viernes;23;NA;34;NA;;;;;;
16-jul-12;Lunes;23;NA;32;NA;;;;;;
17-jul-12;Martes;23;NA;33;NA;;;;;;
18-jul-12;Miércoles;23;NA;33;NA;;;;;;
19-jul-12;Jueves;23;NA;34;NA;;;;;;
20-jul-12;Viernes;23;NA;34;NA;;;;;;
23-jul-12;Lunes;23;NA;33;NA;;;;;;
24-jul-12;Martes;23;NA;34;NA;;;;;;
25-jul-12;Miércoles;23;NA;34;NA;;;;;;
26-jul-12;Jueves;23;NA;35;NA;;;;;;
27-jul-12;Viernes;23;NA;35;NA;;;;;;
30-jul-12;Lunes;23;NA;34;NA;;;;;;
31-jul-12;Martes;23;NA;35;NA;;;;;;
1-Aug-12;Miércoles;23;NA;35;NA;;;;;;
2-Aug-12;Jueves;23;NA;35;NA;;;;;;
3-Aug-12;Viernes;23;NA;35;NA;;;;;;
6-Aug-12;Lunes;23;NA;34;NA;;;;;;
7-Aug-12;Martes;23;NA;34;NA;;;;;;
8-Aug-12;Miércoles;23;NA;35;NA;;;;;;
9-Aug-12;Jueves;23;NA;36;NA;;;;;;
10-Aug-12;Viernes;;NA;;NA;;;;;;
13-Aug-12;Lunes;23;NA;35;NA;;;;;;
14-Aug-12;Martes;23;NA;36;NA;;;;;;
15-Aug-12;Miércoles;23;NA;36;NA;;;;;;
16-Aug-12;Jueves;23;NA;36;NA;;;;;;
17-Aug-12;Viernes;23;NA;36;NA;;;;;;
20-Aug-12;Lunes;23;NA;34;NA;;;;;;
21-Aug-12;Martes;23;NA;35;NA;;;;;;
22-Aug-12;Miércoles;23;NA;36;NA;;;;;;
23-Aug-12;Jueves;23;NA;36;NA;;;;;;
24-Aug-12;Viernes;23;NA;35;NA;;;;;;
27-Aug-12;Lunes;23;NA;34;NA;;;;;;
28-Aug-12;Martes;23;NA;35;NA;;;;;;
29-Aug-12;Miércoles;23;NA;34;NA;;;;;;
30-Aug-12;Jueves;23;NA;34;NA;;;;;;
31-Aug-12;Viernes;24;NA;33;NA;;;;;;
3-sept-12;Lunes;23;NA;34;NA;;;;;;
4-sept-12;Martes;23;NA;34;NA;;;;;;
5-sept-12;Miércoles;23;NA;35;NA;;;;;;
6-sept-12;Jueves;;NA;;NA;;;;;;
7-sept-12;Viernes;;NA;;NA;;;;;;
10-sept-12;Lunes;23;NA;36;NA;;;;;;
11-sept-12;Martes;23;NA;36;NA;;;;;;
12-sept-12;Miércoles;23;NA;36;NA;;;;;;
13-sept-12;Jueves;23;NA;36;NA;;;;;;
14-sept-12;Viernes;23;NA;37;NA;;;;;;
17-sept-12;Lunes;23;NA;33;NA;;;;;;
18-sept-12;Martes;23;NA;35;NA;;;;;;
19-sept-12;Miércoles;23;NA;35;NA;;;;;;
20-sept-12;Jueves;23;NA;36;NA;;;;;;
21-sept-12;Viernes;23;NA;37;NA;;;;;;
24-sept-12;Lunes;23;NA;34;NA;;;;;;
25-sept-12;Martes;23;NA;35;NA;;;;;;
26-sept-12;Miércoles;23;NA;35;NA;;;;;;
27-sept-12;Jueves;23;NA;35;NA;;;;;;
28-sept-12;Viernes;23;NA;35;NA;;;;;;
1-oct-12;Lunes;23;NA;35;NA;;;;;;
2-oct-12;Martes;23;NA;35;NA;;;;;;
3-oct-12;Miércoles;23;NA;35;NA;;;;;;
4-oct-12;Jueves;23;NA;36;NA;;;;;;
5-oct-12;Viernes;23;NA;36;NA;;;;;;
8-oct-12;Lunes;23;NA;35;NA;;;;;;
9-oct-12;Martes;23;NA;35;NA;;;;;;
10-oct-12;Miércoles;23;NA;34;NA;;;;;;
11-oct-12;Jueves;23;NA;34;NA;;;;;;
12-oct-12;Viernes;;NA;;NA;;;;;;
15-oct-12;Lunes;23;NA;35;NA;;;;;;
16-oct-12;Martes;23;NA;34;NA;;;;;;
17-oct-12;Miércoles;23;NA;34;NA;;;;;;
18-oct-12;Jueves;23;NA;34;NA;;;;;;
19-oct-12;Viernes;;NA;;NA;;;;;;
22-oct-12;Lunes;23;NA;33;NA;;;;;;
23-oct-12;Martes;23;NA;34;NA;;;;;;
24-oct-12;Miércoles;23;NA;34;NA;;;;;;
25-oct-12;Jueves;23;NA;34;NA;;;;;;
26-oct-12;Viernes;23;NA;34;NA;;;;;;
29-oct-12;Lunes;23;NA;33;NA;;;;;;
30-oct-12;Martes;23;NA;34;NA;;;;;;
31-oct-12;Miércoles;23;NA;36;NA;;;;;;
1-nov-12;Jueves;23;NA;36;NA;;;;;;
2-nov-12;Viernes;;NA;;NA;;;;;;
5-nov-12;Lunes;23;NA;35;NA;;;;;;
6-nov-12;Martes;23;NA;35;NA;;;;;;
7-nov-12;Miércoles;23;NA;35;NA;;;;;;
8-nov-12;Jueves;23;NA;34;NA;;;;;;
9-nov-12;Viernes;23;NA;34;NA;;;;;;
12-nov-12;Lunes;23;NA;34;NA;;;;;;
13-nov-12;Martes;23;NA;35;NA;;;;;;
14-nov-12;Miércoles;23;NA;35;NA;;;;;;
15-nov-12;Jueves;23;NA;35;NA;;;;;;
16-nov-12;Viernes;23;NA;36;NA;;;;;;
19-nov-12;Lunes;23;NA;35;NA;;;;;;
20-nov-12;Martes;23;NA;35;NA;;;;;;
21-nov-12;Miércoles;23;NA;36;NA;;;;;;
22-nov-12;Jueves;23;NA;35;NA;;;;;;
23-nov-12;Viernes;23;NA;35;NA;;;;;;
26-nov-12;Lunes;23;NA;35;NA;;;;;;
27-nov-12;Martes;23;NA;35;NA;;;;;;
28-nov-12;Miércoles;23;NA;35;NA;;;;;;
29-nov-12;Jueves;23;NA;35;NA;;;;;;
30-nov-12;Viernes;23;NA;36;NA;;;;;;
3-Dec-12;Lunes;23;NA;35;NA;;;;;;
4-Dec-12;Martes;23;NA;35;NA;;;;;;
5-Dec-12;Miércoles;23;NA;36;NA;;;;;;
6-Dec-12;Jueves;23;NA;36;NA;;;;;;
7-Dec-12;Viernes;23;NA;36;NA;;;;;;
10-Dec-12;Lunes;23;NA;35;NA;;;;;;
11-Dec-12;Martes;23;NA;36;NA;;;;;;
12-Dec-12;Miércoles;23;NA;34;NA;;;;;;
13-Dec-12;Jueves;23;NA;34;NA;;;;;;
14-Dec-12;Viernes;23;NA;35;NA;;;;;;
17-Dec-12;Lunes;26;NA;32;NA;;;;;;
18-Dec-12;Martes;23;NA;34;NA;;;;;;
19-Dec-12;Miércoles;23;NA;35;NA;;;;;;
20-Dec-12;Jueves;23;NA;35;NA;;;;;;
21-Dec-12;Viernes;23;NA;35;NA;;;;;;
24-Dec-12;Lunes;23;NA;;NA;;;;;;
25-Dec-12;Martes;23;NA;;NA;;;;;;
26-Dec-12;Miércoles;;NA;;NA;;;;;;
27-Dec-12;Jueves;;NA;;NA;;;;;;
28-Dec-12;Viernes;23;NA;35;NA;;;;;;
31-Dec-12;Lunes;23;NA;35;NA;;;;;;
1-Jan-13;Martes;;NA;;NA;;;;;;
2-Jan-13;Miércoles;;NA;;NA;;;;;;
3-Jan-13;Jueves;23;NA;36;NA;;;;;;
4-Jan-13;Viernes;23;NA;36;NA;;;;;;
7-Jan-13;Lunes;23;NA;37;NA;;;;;;
8-Jan-13;Martes;23;NA;38;NA;;;;;;
9-Jan-13;Miércoles;26;NA;36;NA;;;;;;
10-Jan-13;Jueves;23;NA;37;NA;;;;;;
11-Jan-13;Viernes;26;NA;35;NA;;;;;;
14-Jan-13;Lunes;23;NA;36;NA;;;;;;
15-Jan-13;Martes;19;NA;36;NA;;;;;;
16-Jan-13;Miércoles;23;NA;36;NA;;;;;;
17-Jan-13;Jueves;20;NA;35;NA;;;;;;
18-Jan-13;Viernes;22;NA;41;NA;;;;;;
21-Jan-13;Lunes;23;NA;41;NA;;;;;;
22-Jan-13;Martes;22;NA;41;NA;;;;;;
23-Jan-13;Miércoles;22;NA;44;NA;;;;;;
24-Jan-13;Jueves;22;NA;44;NA;;;;;;
25-Jan-13;Viernes;23;NA;43;NA;;;;;;
28-Jan-13;Lunes;26;NA;42;NA;;;;;;
29-Jan-13;Martes;26;NA;42;NA;;;;;;
30-Jan-13;Miércoles;26;NA;41;NA;;;;;;
31-Jan-13;Jueves;26;NA;39;NA;;;;;;
1-feb-13;Viernes;22;NA;35;NA;;;;;;
4-feb-13;Lunes;21;NA;42;NA;;;;;;
5-feb-13;Martes;27;NA;38;NA;;;;;;
6-feb-13;Miércoles;23;NA;42;NA;;;;;;
7-feb-13;Jueves;23;NA;47;NA;;;;;;
8-feb-13;Viernes;27;NA;40;NA;;;;;;
11-feb-13;Lunes;;NA;;NA;;;;;;
12-feb-13;Martes;;NA;;NA;;;;;;
13-feb-13;Miércoles;18;NA;40;NA;;;;;;
14-feb-13;Jueves;24;NA;40;NA;;;;;;
15-feb-13;Viernes;25;NA;42;NA;;;;;;
18-feb-13;Lunes;21;NA;48;NA;;;;;;
19-feb-13;Martes;21;NA;44;NA;;;;;;
20-feb-13;Miércoles;21;NA;44;NA;;;;;;
21-feb-13;Jueves;;NA;;NA;;;;;;
22-feb-13;Viernes;;NA;;NA;;;;;;
25-feb-13;Lunes;;NA;;NA;;;;;;
26-feb-13;Martes;;NA;;NA;;;;;;
27-feb-13;Miércoles;21;NA;43;NA;;;;;;
28-feb-13;Jueves;21;NA;45;NA;;;;;;
1-mar-13;Viernes;21;NA;45;NA;;;;;;
4-mar-13;Lunes;23;NA;44;NA;;;;;;
5-mar-13;Martes;24;NA;43;NA;;;;;;
6-mar-13;Miércoles;24;NA;44;NA;;;;;;
7-mar-13;Jueves;24;NA;43;NA;;;;;;
8-mar-13;Viernes;24;NA;43;NA;;;;;;
11-mar-13;Lunes;23;NA;42;NA;;;;;;
12-mar-13;Martes;24;NA;48;NA;;;;;;
13-mar-13;Miércoles;24;NA;50;NA;;;;;;
14-mar-13;Jueves;24;NA;46;NA;;;;;;
15-mar-13;Viernes;24;NA;43;NA;;;;;;
18-mar-13;Lunes;23;NA;41;NA;;;;;;
19-mar-13;Martes;23;NA;42;NA;;;;;;
20-mar-13;Miércoles;24;NA;41;NA;;;;;;
21-mar-13;Jueves;24;NA;40;NA;;;;;;
22-mar-13;Viernes;23;NA;38;NA;;;;;;
25-mar-13;Lunes;23;NA;38;NA;;;;;;
26-mar-13;Martes;24;NA;40;NA;;;;;;
27-mar-13;Miércoles;24;NA;41;NA;;;;;;
28-mar-13;Jueves;24;NA;43;NA;;;;;;
29-mar-13;Viernes;;NA;;NA;;;;;;
1-Apr-13;Lunes;29;NA;33;NA;;;;;;
2-Apr-13;Martes;24;NA;36;NA;;;;;;
3-Apr-13;Miércoles;24;NA;37;NA;;;;;;
4-Apr-13;Jueves;24;NA;38;NA;;;;;;
5-Apr-13;Viernes;25;NA;37;NA;;;;;;
8-Apr-13;Lunes;22;NA;35;NA;;;;;;
9-Apr-13;Martes;23;NA;35;NA;;;;;;
10-Apr-13;Miércoles;24;NA;37;NA;;;;;;
11-Apr-13;Jueves;24;NA;36;NA;;;;;;
12-Apr-13;Viernes;24;NA;35;NA;;;;;;
15-Apr-13;Lunes;24;NA;34;NA;;;;;;
16-Apr-13;Martes;24;NA;35;NA;;;;;;
17-Apr-13;Miércoles;24;NA;35;NA;;;;;;
18-Apr-13;Jueves;23;NA;35;NA;;;;;;
19-Apr-13;Viernes;23;NA;35;NA;;;;;;
22-Apr-13;Lunes;24;NA;34;NA;;;;;;
23-Apr-13;Martes;23;NA;35;NA;;;;;;
24-Apr-13;Miércoles;24;NA;38;NA;;;;;;
25-Apr-13;Jueves;24;NA;36;NA;;;;;;
26-Apr-13;Viernes;;NA;;NA;;;;;;
29-Apr-13;Lunes;23;NA;33;NA;;;;;;
30-Apr-13;Martes;23;NA;34;NA;;;;;;
1-may-13;Miércoles;;NA;;NA;;;;;;
2-may-13;Jueves;23;NA;33;NA;;;;;;
3-may-13;Viernes;;NA;;NA;;;;;;
6-may-13;Lunes;23;NA;33;NA;;;;;;
7-may-13;Martes;23;NA;33;NA;;;;;;
8-may-13;Miércoles;23;NA;33;NA;;;;;;
9-may-13;Jueves;;NA;;NA;;;;;;
10-may-13;Viernes;;NA;;NA;;;;;;
13-may-13;Lunes;23;NA;34;NA;;;;;;
14-may-13;Martes;;NA;;NA;;;;;;
15-may-13;Miércoles;;NA;;NA;;;;;;
16-may-13;Jueves;;NA;;NA;;;;;;
17-may-13;Viernes;;NA;;NA;;;;;;
20-may-13;Lunes;23;NA;32;NA;;;;;;
21-may-13;Martes;23;NA;33;NA;;;;;;
22-may-13;Miércoles;23;NA;33;NA;;;;;;
23-may-13;Jueves;23;NA;33;NA;;;;;;
24-may-13;Viernes;;NA;;NA;;;;;;
27-may-13;Lunes;22;NA;34;NA;;;;;;
28-may-13;Martes;22;NA;34;NA;;;;;;
29-may-13;Miércoles;22;NA;36;NA;;;;;;
30-may-13;Jueves;23;NA;33;NA;;;;;;
31-may-13;Viernes;22;NA;34;NA;;;;;;
3-jun-13;Lunes;23;NA;37;NA;;;;;;
4-jun-13;Martes;22;NA;37;NA;;;;;;
5-jun-13;Miércoles;22;NA;38;NA;;;;;;
6-jun-13;Jueves;22;NA;37;NA;;;;;;
7-jun-13;Viernes;23;NA;37;NA;;;;;;
10-jun-13;Lunes;22;NA;36;NA;;;;;;
11-jun-13;Martes;22;NA;38;NA;;;;;;
12-jun-13;Miércoles;22;NA;37;NA;;;;;;
13-jun-13;Jueves;22;NA;38;NA;;;;;;
14-jun-13;Viernes;22;NA;41;NA;;;;;;
17-jun-13;Lunes;;NA;;NA;;;;;;
18-jun-13;Martes;;NA;;NA;;;;;;
19-jun-13;Miércoles;;NA;;NA;;;;;;
20-jun-13;Jueves;23;NA;35;NA;;;;;;
21-jun-13;Viernes;23;NA;35;NA;;;;;;
24-jun-13;Lunes;23;NA;35;NA;;;;;;
25-jun-13;Martes;23;NA;36;NA;;;;;;
26-jun-13;Miércoles;23;NA;39;NA;;;;;;
27-jun-13;Jueves;23;NA;39;NA;;;;;;
28-jun-13;Viernes;23;NA;41;NA;;;;;;
1-jul-13;Lunes;23;NA;37;NA;;;;;;
2-jul-13;Martes;23;NA;39;NA;;;;;;
3-jul-13;Miércoles;23;NA;43;NA;;;;;;
4-jul-13;Jueves;23;NA;48;NA;;;;;;
