meses,meses_nombre,dias_num,year,dia,Temp_entrada,Temp_ZA,Humedad_entrada,Humedad_ZA
3,Marzo,5,2015,Jueves,22,NA,54,NA
3,Marzo,6,2015,Viernes,22,NA,39,NA
3,Marzo,9,2015,Lunes,24,NA,37,NA
3,Marzo,10,2015,Martes,25,NA,36,NA
3,Marzo,11,2015,Miércoles,25,NA,35,NA
3,Marzo,12,2015,Jueves,24,NA,35,NA
3,Marzo,13,2015,Viernes,24,NA,36,NA
3,Marzo,16,2015,Lunes,25,NA,38,NA
3,Marzo,17,2015,Martes,22,NA,38,NA
3,Marzo,18,2015,Miércoles,23,NA,50,NA
3,Marzo,19,2015,Jueves,25,NA,37,NA
3,Marzo,20,2015,Viernes,22,NA,36,NA
3,Marzo,23,2015,Lunes,22,NA,35,NA
3,Marzo,24,2015,Martes,22,NA,35,NA
3,Marzo,25,2015,Miércoles,22,NA,38,NA
3,Marzo,26,2015,Jueves,22,NA,39,NA
3,Marzo,27,2015,Viernes,23,NA,39,NA
3,Marzo,30,2015,Lunes,24,NA,40,NA
3,Marzo,31,2015,Martes,24,NA,40,NA
4,Abril,1,2015,Miércoles,24,NA,41,NA
4,Abril,2,2015,Jueves,22,NA,39,NA
4,Abril,3,2015,Viernes,22,NA,36,NA
4,Abril,6,2015,Lunes,22,NA,35,NA
4,Abril,7,2015,Martes,24,NA,36,NA
4,Abril,8,2015,Miércoles,24,NA,31,NA
4,Abril,9,2015,Jueves,23,NA,52,NA
4,Abril,10,2015,Viernes,22,NA,50,NA
4,Abril,13,2015,Lunes,22,NA,53,NA
4,Abril,14,2015,Martes,25,NA,48,NA
4,Abril,15,2015,Miércoles,24,NA,37,NA
4,Abril,16,2015,Jueves,25,NA,35,NA
4,Abril,17,2015,Viernes,23,NA,35,NA
4,Abril,20,2015,Lunes,23,NA,35,NA
4,Abril,21,2015,Martes,22,NA,35,NA
4,Abril,22,2015,Miércoles,22,NA,37,NA
4,Abril,23,2015,Jueves,23,NA,35,NA
4,Abril,24,2015,Viernes,23,NA,31,NA
4,Abril,27,2015,Lunes,23,NA,35,NA
4,Abril,28,2015,Martes,22,NA,34,NA
4,Abril,29,2015,Miércoles,22,NA,35,NA
4,Abril,30,2015,Jueves,22,NA,35,NA
5,Mayo,1,2015,Viernes,24,NA,31,NA
5,Mayo,4,2015,Lunes,23,NA,35,NA
5,Mayo,5,2015,Martes,22,NA,40,NA
5,Mayo,6,2015,Miércoles,22,NA,41,NA
5,Mayo,7,2015,Jueves,22,NA,37,NA
5,Mayo,8,2015,Viernes,23,NA,36,NA
5,Mayo,11,2015,Lunes,24,NA,35,NA
5,Mayo,12,2015,Martes,24,NA,35,NA
5,Mayo,13,2015,Miércoles,24,NA,35,NA
5,Mayo,14,2015,Jueves,23,NA,36,NA
5,Mayo,15,2015,Viernes,23,NA,31,NA
5,Mayo,18,2015,Lunes,22,NA,35,NA
5,Mayo,19,2015,Martes,22,NA,35,NA
5,Mayo,20,2015,Miércoles,22,NA,37,NA
5,Mayo,21,2015,Jueves,22,NA,37,NA
5,Mayo,22,2015,Viernes,22,NA,35,NA
5,Mayo,25,2015,Lunes,21,NA,35,NA
5,Mayo,26,2015,Martes,22,NA,31,NA
5,Mayo,27,2015,Miércoles,23,NA,30,NA
5,Mayo,28,2015,Jueves,24,NA,35,NA
5,Mayo,29,2015,Viernes,24,NA,35,NA
6,Junio,1,2015,Lunes,24,NA,35,NA
6,Junio,2,2015,Martes,22,NA,36,NA
6,Junio,3,2015,Miércoles,22,NA,33,NA
6,Junio,4,2015,Jueves,22,NA,31,NA
6,Junio,5,2015,Viernes,22,NA,31,NA
6,Junio,8,2015,Lunes,22,NA,35,NA
6,Junio,9,2015,Martes,22,NA,35,NA
6,Junio,10,2015,Miércoles,23,NA,35,NA
6,Junio,11,2015,Jueves,23,NA,35,NA
6,Junio,12,2015,Viernes,24,NA,34,NA
6,Junio,15,2015,Lunes,23,NA,31,NA
6,Junio,16,2015,Martes,22,NA,31,NA
6,Junio,17,2015,Miércoles,22,NA,35,NA
6,Junio,18,2015,Jueves,24,NA,35,NA
6,Junio,19,2015,Viernes,25,NA,35,NA
6,Junio,22,2015,Lunes,25,NA,35,NA
6,Junio,23,2015,Martes,22,NA,35,NA
6,Junio,24,2015,Miércoles,22,NA,34,NA
6,Junio,25,2015,Jueves,23,NA,34,NA
6,Junio,26,2015,Viernes,22,NA,31,NA
6,Junio,29,2015,Lunes,22,NA,34,NA
6,Junio,30,2015,Martes,22,NA,34,NA
7,Julio,1,2015,Miércoles,23,NA,33,NA
7,Julio,2,2015,Jueves,23,NA,34,NA
7,Julio,3,2015,Viernes,21,NA,34,NA
7,Julio,6,2015,Lunes,22,NA,31,NA
7,Julio,7,2015,Martes,23,NA,30,NA
7,Julio,8,2015,Miércoles,22,NA,35,NA
7,Julio,9,2015,Jueves,22,NA,35,NA
7,Julio,10,2015,Viernes,23,NA,33,NA
7,Julio,13,2015,Lunes,22,NA,34,NA
7,Julio,14,2015,Martes,21,NA,35,NA
7,Julio,15,2015,Miércoles,20,NA,35,NA
7,Julio,16,2015,Jueves,20,NA,31,NA
7,Julio,17,2015,Viernes,22,NA,30,NA
7,Julio,20,2015,Lunes,23,NA,31,NA
7,Julio,21,2015,Martes,21,NA,32,NA
7,Julio,22,2015,Miércoles,22,NA,32,NA
7,Julio,23,2015,Jueves,22,NA,32,NA
7,Julio,24,2015,Viernes,23,NA,33,NA
7,Julio,27,2015,Lunes,21,NA,35,NA
7,Julio,28,2015,Martes,22,NA,35,NA
7,Julio,29,2015,Miércoles,23,NA,31,NA
7,Julio,30,2015,Jueves,24,NA,30,NA
7,Julio,31,2015,Viernes,24,NA,36,NA
8,Agosto,3,2015,Lunes,24,NA,36,NA
8,Agosto,4,2015,Martes,22,NA,31,NA
8,Agosto,5,2015,Miércoles,23,NA,39,NA
8,Agosto,6,2015,Jueves,23,NA,33,NA
8,Agosto,7,2015,Viernes,21,NA,38,NA
8,Agosto,10,2015,Lunes,22,NA,34,NA
8,Agosto,11,2015,Martes,22,NA,33,NA
8,Agosto,12,2015,Miércoles,21,NA,31,NA
8,Agosto,13,2015,Jueves,25,NA,35,NA
8,Agosto,14,2015,Viernes,23,NA,36,NA
8,Agosto,17,2015,Lunes,29,NA,35,NA
8,Agosto,18,2015,Martes,25,NA,33,NA
8,Agosto,19,2015,Miércoles,26,NA,33,NA
8,Agosto,20,2015,Jueves,25,NA,34,NA
8,Agosto,21,2015,Viernes,26,NA,32,NA
8,Agosto,24,2015,Lunes,22,NA,36,NA
8,Agosto,25,2015,Martes,23,NA,36,NA
8,Agosto,26,2015,Miércoles,24,NA,33,NA
8,Agosto,27,2015,Jueves,21,NA,34,NA
8,Agosto,28,2015,Viernes,24,NA,30,NA
8,Agosto,31,2015,Lunes,22,NA,31,NA
9,Septiembre,1,2015,Martes,22,NA,36,NA
9,Septiembre,2,2015,Miércoles,20,NA,37,NA
9,Septiembre,3,2015,Jueves,20,NA,36,NA
9,Septiembre,4,2015,Viernes,20,NA,35,NA
9,Septiembre,7,2015,Lunes,,NA,,NA
9,Septiembre,8,2015,Martes,,NA,,NA
9,Septiembre,9,2015,Miércoles,,NA,,NA
9,Septiembre,10,2015,Jueves,,NA,,NA
9,Septiembre,11,2015,Viernes,,NA,,NA
9,Septiembre,14,2015,Lunes,20,NA,50,NA
9,Septiembre,15,2015,Martes,20,NA,52,NA
9,Septiembre,16,2015,Miércoles,20,NA,56,NA
9,Septiembre,17,2015,Jueves,18,NA,58,NA
9,Septiembre,18,2015,Viernes,22,NA,58,NA
9,Septiembre,21,2015,Lunes,20,NA,53,NA
9,Septiembre,22,2015,Martes,24,NA,53,NA
9,Septiembre,23,2015,Miércoles,24,NA,40,NA
9,Septiembre,24,2015,Jueves,24,NA,36,NA
9,Septiembre,25,2015,Viernes,22,NA,35,NA
9,Septiembre,28,2015,Lunes,20,NA,39,NA
9,Septiembre,29,2015,Martes,20,NA,36,NA
9,Septiembre,30,2015,Miércoles,18,NA,61,NA
10,Octubre,1,2015,Jueves,18,NA,66,NA
10,Octubre,2,2015,Viernes,18,NA,67,NA
10,Octubre,5,2015,Lunes,17,NA,61,NA
10,Octubre,6,2015,Martes,18,NA,61,NA
10,Octubre,7,2015,Miércoles,19,NA,47,NA
10,Octubre,8,2015,Jueves,19,NA,46,NA
10,Octubre,9,2015,Viernes,20,NA,28,NA
10,Octubre,12,2015,Lunes,21,NA,60,NA
10,Octubre,13,2015,Martes,17,NA,60,NA
10,Octubre,14,2015,Miércoles,17,NA,63,NA
10,Octubre,15,2015,Jueves,16,NA,58,NA
10,Octubre,16,2015,Viernes,17,NA,58,NA
10,Octubre,19,2015,Lunes,17,NA,60,NA
10,Octubre,20,2015,Martes,16,NA,58,NA
10,Octubre,21,2015,Miércoles,17,NA,55,NA
10,Octubre,22,2015,Jueves,17,NA,58,NA
10,Octubre,23,2015,Viernes,17,NA,60,NA
10,Octubre,26,2015,Lunes,16,NA,58,NA
10,Octubre,27,2015,Martes,20,NA,54,NA
10,Octubre,28,2015,Miércoles,21,NA,42,NA
10,Octubre,29,2015,Jueves,18,NA,56,NA
10,Octubre,30,2015,Viernes,20,NA,58,NA
11,Noviembre,2,2015,Lunes,21,NA,60,NA
11,Noviembre,3,2015,Martes,20,NA,59,NA
11,Noviembre,4,2015,Miércoles,19,NA,53,NA
11,Noviembre,5,2015,Jueves,18,NA,55,NA
11,Noviembre,6,2015,Viernes,19,NA,60,NA
11,Noviembre,9,2015,Lunes,18,NA,49,NA
11,Noviembre,10,2015,Martes,17,NA,53,NA
11,Noviembre,11,2015,Miércoles,16,NA,48,NA
11,Noviembre,12,2015,Jueves,15,NA,49,NA
11,Noviembre,13,2015,Viernes,20,NA,38,NA
11,Noviembre,16,2015,Lunes,21,NA,47,NA
11,Noviembre,17,2015,Martes,17,NA,51,NA
11,Noviembre,18,2015,Miércoles,17,NA,53,NA
11,Noviembre,19,2015,Jueves,18,NA,47,NA
11,Noviembre,20,2015,Viernes,19,NA,40,NA
11,Noviembre,23,2015,Lunes,16,NA,46,NA
11,Noviembre,24,2015,Martes,15,NA,52,NA
11,Noviembre,25,2015,Miércoles,16,NA,51,NA
11,Noviembre,26,2015,Jueves,16,NA,49,NA
11,Noviembre,27,2015,Viernes,19,NA,49,NA
11,Noviembre,30,2015,Lunes,17,NA,51,NA
12,Diciembre,1,2015,Martes,14,NA,44,NA
12,Diciembre,2,2015,Miércoles,18,NA,39,NA
12,Diciembre,3,2015,Jueves,21,NA,42,NA
12,Diciembre,4,2015,Viernes,,NA,,NA
12,Diciembre,7,2015,Lunes,24,NA,39,NA
12,Diciembre,8,2015,Martes,24,NA,39,NA
12,Diciembre,9,2015,Miércoles,25,NA,36,NA
12,Diciembre,10,2015,Jueves,25,NA,52,NA
12,Diciembre,11,2015,Viernes,16,NA,54,NA
12,Diciembre,14,2015,Lunes,27,NA,64,NA
12,Diciembre,15,2015,Martes,19,NA,42,NA
12,Diciembre,16,2015,Miércoles,18,NA,55,NA
12,Diciembre,17,2015,Jueves,20,NA,54,NA
12,Diciembre,18,2015,Viernes,18,NA,55,NA
12,Diciembre,21,2015,Lunes,18,NA,55,NA
12,Diciembre,22,2015,Martes,20,NA,54,NA
12,Diciembre,23,2015,Miércoles,22,NA,55,NA
12,Diciembre,24,2015,Jueves,22,NA,56,NA
12,Diciembre,25,2015,Viernes,20,NA,58,NA
12,Diciembre,28,2015,Lunes,18,NA,60,NA
12,Diciembre,29,2015,Martes,18,NA,60,NA
12,Diciembre,30,2015,Miércoles,20,NA,56,NA
12,Diciembre,31,2015,Jueves,20,NA,43,NA
1,Enero,1,2016,Viernes,20,NA,45,NA
1,Enero,4,2016,Lunes,22,NA,45,NA
1,Enero,5,2016,Martes,20,NA,46,NA
1,Enero,6,2016,Miércoles,22,NA,50,NA
1,Enero,7,2016,Jueves,20,NA,54,NA
1,Enero,8,2016,Viernes,20,NA,54,NA
1,Enero,11,2016,Lunes,20,NA,56,NA
1,Enero,12,2016,Martes,20,NA,56,NA
1,Enero,13,2016,Miércoles,18,NA,56,NA
1,Enero,14,2016,Jueves,18,NA,56,NA
1,Enero,15,2016,Viernes,20,NA,54,NA
1,Enero,18,2016,Lunes,20,NA,54,NA
1,Enero,19,2016,Martes,20,NA,54,NA
1,Enero,20,2016,Miércoles,20,NA,50,NA
1,Enero,21,2016,Jueves,20,NA,48,NA
1,Enero,22,2016,Viernes,20,NA,46,NA
1,Enero,25,2016,Lunes,20,NA,45,NA
1,Enero,26,2016,Martes,20,NA,45,NA
1,Enero,27,2016,Miércoles,20,NA,45,NA
1,Enero,28,2016,Jueves,20,NA,43,NA
1,Enero,29,2016,Viernes,18,NA,44,NA
2,Febrero,1,2016,Lunes,18,NA,45,NA
2,Febrero,2,2016,Martes,17,NA,45,NA
2,Febrero,3,2016,Miércoles,17,NA,50,NA
2,Febrero,4,2016,Jueves,18,NA,54,NA
2,Febrero,5,2016,Viernes,18,NA,54,NA
2,Febrero,8,2016,Lunes,,NA,,NA
2,Febrero,9,2016,Martes,,NA,,NA
2,Febrero,10,2016,Miércoles,20,NA,54,NA
2,Febrero,11,2016,Jueves,20,NA,52,NA
2,Febrero,12,2016,Viernes,20,NA,60,NA
2,Febrero,15,2016,Lunes,,NA,,NA
2,Febrero,16,2016,Martes,,NA,,NA
2,Febrero,17,2016,Miércoles,,NA,,NA
2,Febrero,18,2016,Jueves,,NA,,NA
2,Febrero,19,2016,Viernes,,NA,,NA
2,Febrero,22,2016,Lunes,,NA,,NA
2,Febrero,23,2016,Martes,21,NA,43,NA
2,Febrero,24,2016,Miércoles,22,NA,44,NA
2,Febrero,25,2016,Jueves,21,NA,38,NA
2,Febrero,26,2016,Viernes,20,NA,38,NA
2,Febrero,29,2016,Lunes,20,NA,49,NA
3,Marzo,1,2016,Martes,18,NA,36,NA
3,Marzo,2,2016,Miércoles,20,NA,49,NA
3,Marzo,3,2016,Jueves,20,NA,48,NA
3,Marzo,4,2016,Viernes,20,NA,40,NA
3,Marzo,7,2016,Lunes,,NA,,NA
3,Marzo,8,2016,Martes,,NA,,NA
3,Marzo,9,2016,Miércoles,21,NA,49,NA
3,Marzo,10,2016,Jueves,20,NA,46,NA
3,Marzo,11,2016,Viernes,20,NA,41,NA
3,Marzo,14,2016,Lunes,20,NA,45,NA
3,Marzo,15,2016,Martes,21,NA,45,NA
3,Marzo,16,2016,Miércoles,21,NA,53,NA
3,Marzo,17,2016,Jueves,20,NA,46,NA
3,Marzo,18,2016,Viernes,19,NA,38,NA
3,Marzo,21,2016,Lunes,,NA,,NA
3,Marzo,22,2016,Martes,18,NA,36,NA
3,Marzo,23,2016,Miércoles,19,NA,38,NA
3,Marzo,24,2016,Jueves,19,NA,48,NA
3,Marzo,25,2016,Viernes,20,NA,53,NA
3,Marzo,28,2016,Lunes,19,NA,48,NA
3,Marzo,29,2016,Martes,20,NA,54,NA
3,Marzo,30,2016,Miércoles,19,NA,49,NA
3,Marzo,31,2016,Jueves,20,NA,48,NA
4,Abril,1,2016,Viernes,19,NA,48,NA
4,Abril,4,2016,Lunes,20,NA,50,NA
4,Abril,5,2016,Martes,20,NA,54,NA
4,Abril,6,2016,Miércoles,19,NA,48,NA
4,Abril,7,2016,Jueves,18,NA,58,NA
4,Abril,8,2016,Viernes,20,NA,45,NA
4,Abril,11,2016,Lunes,20,NA,49,NA
4,Abril,12,2016,Martes,20,NA,45,NA
4,Abril,13,2016,Miércoles,20,NA,40,NA
4,Abril,14,2016,Jueves,19,NA,38,NA
4,Abril,15,2016,Viernes,19,NA,33,NA
4,Abril,18,2016,Lunes,18,NA,38,NA
4,Abril,19,2016,Martes,18,NA,38,NA
4,Abril,20,2016,Miércoles,20,NA,39,NA
4,Abril,21,2016,Jueves,18,NA,38,NA
4,Abril,22,2016,Viernes,18,NA,35,NA
4,Abril,25,2016,Lunes,20,NA,41,NA
4,Abril,26,2016,Martes,20,NA,35,NA
4,Abril,27,2016,Miércoles,20,NA,40,NA
4,Abril,28,2016,Jueves,18,NA,51,NA
4,Abril,29,2016,Viernes,19,NA,31,NA
5,Mayo,2,2016,Lunes,20,NA,22,NA
5,Mayo,3,2016,Martes,20,NA,31,NA
5,Mayo,4,2016,Miércoles,20,NA,23,NA
5,Mayo,5,2016,Jueves,18,NA,44,NA
5,Mayo,6,2016,Viernes,18,NA,38,NA
5,Mayo,9,2016,Lunes,20,NA,35,NA
5,Mayo,10,2016,Martes,20,NA,45,NA
5,Mayo,11,2016,Miércoles,18,NA,45,NA
5,Mayo,12,2016,Jueves,18,NA,42,NA
5,Mayo,13,2016,Viernes,20,NA,43,NA
5,Mayo,16,2016,Lunes,19,NA,39,NA
5,Mayo,17,2016,Martes,19,NA,43,NA
5,Mayo,18,2016,Miércoles,20,NA,40,NA
5,Mayo,19,2016,Jueves,19,NA,41,NA
5,Mayo,20,2016,Viernes,19,NA,45,NA
5,Mayo,23,2016,Lunes,18,NA,50,NA
5,Mayo,24,2016,Martes,18,NA,51,NA
5,Mayo,25,2016,Miércoles,19,NA,43,NA
5,Mayo,26,2016,Jueves,19,NA,42,NA
5,Mayo,27,2016,Viernes,19,NA,41,NA
5,Mayo,30,2016,Lunes,23,NA,56,NA
5,Mayo,31,2016,Martes,20,NA,51,NA
6,Junio,1,2016,Miércoles,22,NA,55,NA
6,Junio,2,2016,Jueves,23,NA,56,NA
6,Junio,3,2016,Viernes,23,NA,54,NA
6,Junio,6,2016,Lunes,23,NA,51,NA
6,Junio,7,2016,Martes,23,NA,51,NA
6,Junio,8,2016,Miércoles,22,NA,50,NA
6,Junio,9,2016,Jueves,19,NA,49,NA
6,Junio,10,2016,Viernes,19,NA,48,NA
6,Junio,13,2016,Lunes,20,NA,48,NA
6,Junio,14,2016,Martes,21,NA,45,NA
6,Junio,15,2016,Miércoles,24,NA,54,NA
6,Junio,16,2016,Jueves,23,NA,53,NA
6,Junio,17,2016,Viernes,23,NA,49,NA
6,Junio,20,2016,Lunes,19,NA,49,NA
6,Junio,21,2016,Martes,21,NA,50,NA
6,Junio,22,2016,Miércoles,21,NA,50,NA
6,Junio,23,2016,Jueves,23,NA,49,NA
6,Junio,24,2016,Viernes,21,NA,49,NA
6,Junio,27,2016,Lunes,20,NA,53,NA
6,Junio,28,2016,Martes,19,NA,55,NA
6,Junio,29,2016,Miércoles,19,NA,51,NA
6,Junio,30,2016,Jueves,21,NA,53,NA
7,Julio,1,2016,Viernes,21,NA,53,NA
7,Julio,4,2016,Lunes,22,NA,64,NA
7,Julio,5,2016,Martes,21,NA,50,NA
7,Julio,6,2016,Miércoles,22,NA,53,NA
7,Julio,7,2016,Jueves,18,NA,51,NA
7,Julio,8,2016,Viernes,18,NA,48,NA
7,Julio,11,2016,Lunes,19,NA,48,NA
7,Julio,12,2016,Martes,20,NA,48,NA
7,Julio,13,2016,Miércoles,20,NA,52,NA
7,Julio,14,2016,Jueves,19,NA,46,NA
7,Julio,15,2016,Viernes,22,NA,45,NA
