Date,Fecha,Dia,Temperatura (entrada),Temperatura (zona ampliación),Humedad (entrada),Humedad (zona ampliación),Year,Monitoreo
1881,20-Mar-19,Miercoles,22,NA,30,NA,2019,4
1882,21-Mar-19,Jueves,21,NA,31,NA,2019,4
1883,22-Mar-19,Viernes,21,NA,32,NA,2019,4
1884,25-Mar-19,Lunes,21,NA,32,NA,2019,4
1885,26-Mar-19,Martes,23,NA,31,NA,2019,4
1886,27-Mar-19,Miercoles,22,NA,33,NA,2019,4
1887,28-Mar-19,Jueves,22,NA,33,NA,2019,4
1888,29-Mar-19,Viernes,21,NA,32,NA,2019,4
1889,1-Apr-19,Lunes,21,NA,33,NA,2019,4
1890,2-Apr-19,Martes,19,NA,35,NA,2019,4
1891,3-Apr-19,Miercoles,19,NA,35,NA,2019,4
1892,4-Apr-19,Jueves,20,NA,36,NA,2019,4
1893,5-Apr-19,Viernes,21,NA,35,NA,2019,4
1894,8-Apr-19,Lunes,22,NA,34,NA,2019,4
1895,9-Apr-19,Martes,21,NA,36,NA,2019,4
1896,10-Apr-19,Miercoles,20,NA,34,NA,2019,4
1897,11-Apr-19,Jueves,22,NA,34,NA,2019,4
1898,12-Apr-19,Viernes,22,NA,36,NA,2019,4
1899,15-Apr-19,Lunes,24,NA,36,NA,2019,4
1900,16-Apr-19,Martes,25,NA,36,NA,2019,4
1901,17-Apr-19,Miercoles,22,NA,34,NA,2019,4
1902,18-Apr-19,Jueves,21,NA,35,NA,2019,4
1903,19-Apr-19,Viernes,,NA,,NA,2019,4
1904,22-Apr-19,Lunes,20,NA,44,NA,2019,4
1905,23-Apr-19,Martes,20,NA,37,NA,2019,4
1906,24-Apr-19,Miercoles,20,NA,35,NA,2019,4
1907,25-Apr-19,Jueves,20,NA,35,NA,2019,4
1908,26-Apr-19,Viernes,29,NA,34,NA,2019,4
1909,29-Apr-19,Lunes,19,NA,40,NA,2019,4
1910,30-Apr-19,Martes,20,NA,39,NA,2019,4
1911,1-May-19,Miercoles,22,NA,34,NA,2019,4
1912,2-May-19,Jueves,20,NA,36,NA,2019,4
1913,3-May-19,Viernes,,NA,,NA,2019,4
1914,6-May-19,Lunes,19,NA,50,NA,2019,4
1915,7-May-19,Martes,22,NA,37,NA,2019,4
1916,8-May-19,Miercoles,21,NA,37,NA,2019,4
1917,9-May-19,Jueves,21,NA,37,NA,2019,4
1918,10-May-19,Viernes,21,NA,37,NA,2019,4
1919,13-May-19,Lunes,21,NA,39,NA,2019,4
1920,14-May-19,Martes,22,NA,35,NA,2019,4
1921,15-May-19,Miercoles,22,NA,35,NA,2019,4
1922,16-May-19,Jueves,22,NA,35,NA,2019,4
1923,17-May-19,Viernes,22,NA,35,NA,2019,4
1924,20-May-19,Lunes,21,NA,37,NA,2019,4
1925,21-May-19,Martes,21,NA,36,NA,2019,4
1926,22-May-19,Miercoles,22,NA,39,NA,2019,4
1927,23-May-19,Jueves,21,NA,33,NA,2019,4
1928,24-May-19,Viernes,20,NA,40,NA,2019,4
1929,27-May-19,Lunes,20,NA,40,NA,2019,4
1930,28-May-19,Martes,21,NA,34,NA,2019,4
1931,29-May-19,Miercoles,21,NA,38,NA,2019,4
1932,30-May-19,Jueves,21,NA,34,NA,2019,4
1933,31-May-19,Viernes,21,NA,33,NA,2019,4
1934,3-Jun-19,Lunes,20,NA,38,NA,2019,4
1935,4-Jun-19,Martes,21,NA,37,NA,2019,4
1936,5-Jun-19,Miercoles,21,NA,37,NA,2019,4
1937,6-Jun-19,Jueves,21,NA,35,NA,2019,4
1938,7-Jun-19,Viernes,21,NA,36,NA,2019,4
1939,10-Jun-19,Lunes,21,NA,36,NA,2019,4
1940,11-Jun-19,Martes,20,NA,35,NA,2019,4
1941,12-Jun-19,Miercoles,20,NA,35,NA,2019,4
1942,13-Jun-19,Jueves,20,NA,38,NA,2019,4
1943,14-Jun-19,Viernes,21,NA,38,NA,2019,4
1944,17-Jun-19,Lunes,21,NA,40,NA,2019,4
1945,18-Jun-19,Martes,22,NA,42,NA,2019,4
1946,19-Jun-19,Miercoles,22,NA,42,NA,2019,4
1947,20-Jun-19,Jueves,21,NA,45,NA,2019,4
1948,21-Jun-19,Viernes,21,NA,62,NA,2019,4
1949,24-Jun-19,Lunes,21,NA,62,NA,2019,4
1950,25-Jun-19,Martes,21,NA,40,NA,2019,4
1951,26-Jun-19,Miercoles,21,NA,41,NA,2019,4
1952,27-Jun-19,Jueves,20,NA,44,NA,2019,4
1953,28-Jun-19,Viernes,22,NA,38,NA,2019,4
1954,1-Jul-19,Lunes,21,NA,38,NA,2019,4
1955,2-Jul-19,Martes,22,NA,39,NA,2019,4
1956,3-Jul-19,Miercoles,20,NA,39,NA,2019,4
1957,4-Jul-19,Jueves,20,NA,47,NA,2019,4
1958,5-Jul-19,Viernes,21,NA,45,NA,2019,4
1959,8-Jul-19,Lunes,22,NA,42,NA,2019,4
1960,9-Jul-19,Martes,21,NA,42,NA,2019,4
1961,10-Jul-19,Miercoles,20,NA,45,NA,2019,4
1962,11-Jul-19,Jueves,22,NA,40,NA,2019,4
1963,12-Jul-19,Viernes,20,NA,39,NA,2019,4
1964,15-Jul-19,Lunes,22,NA,45,NA,2019,4
1965,16-Jul-19,Martes,23,NA,45,NA,2019,4
1966,17-Jul-19,Miercoles,23,NA,38,NA,2019,4
1967,18-Jul-19,Jueves,22,NA,40,NA,2019,4
1968,19-Jul-19,Viernes,20,NA,44,NA,2019,4
1969,22-Jul-19,Lunes,21,NA,45,NA,2019,4
1970,23-Jul-19,Martes,21,NA,47,NA,2019,4
1971,24-Jul-19,Miercoles,21,NA,45,NA,2019,4
1972,25-Jul-19,Jueves,21,NA,64,NA,2019,4
1973,26-Jul-19,Viernes,20,NA,50,NA,2019,4
1974,29-Jul-19,lunes,21,NA,61,NA,2019,4
1975,30-Jul-19,martes,20,NA,49,NA,2019,4
1976,31-Jul-19,miercoles,20,NA,48,NA,2019,4
1977,1-ago-19,jueves,21,NA,45,NA,,
1978,2-ago-19,viernes,20,NA,47,NA,,
1979,5-ago-19,lunes,20,NA,59,NA,,
1980,6-ago-19,martes,20,NA,47,NA,,
1981,7-ago-19,miercoles,20,NA,47,NA,,
1982,8-ago-19,jueves,20,NA,55,NA,,
1983,9-ago-19,viernes,,NA,,NA,,
1984,12-ago-19,lunes,20,NA,48,NA,,
1985,13-ago-19,martes,21,NA,52,NA,,
1986,14-ago-19,miercoles,20,NA,48,NA,,
1987,15-ago-19,jueves,20,NA,45,NA,,
1988,16-ago-19,viernes,20,NA,43,NA,,
1989,19-ago-19,lunes,20,NA,48,NA,,
1990,20-ago-19,martes,21,NA,40,NA,,
1991,21-ago-19,miercoles,21,NA,38,NA,,
1992,22-ago-19,jueves,22,NA,37,NA,,
1993,23-ago-19,viernes,22,NA,45,NA,,
1994,26-ago-19,lunes,21,NA,45,NA,,
1995,27-ago-19,martes,21,NA,44,NA,,
1996,28-ago-19,miercoles,22,NA,43,NA,,
1997,29-ago-19,jueves,21,NA,49,NA,,
1998,30-ago-19,viernes,21,NA,50,NA,,
1999,2-Sep-19,lunes,,NA,,NA,2019,4
2000,3-Sep-19,martes,,NA,,NA,2019,4
2001,4-Sep-19,miercoles,21,NA,54,NA,2019,4
2002,5-Sep-19,jueves,21,NA,49,NA,2019,4
2003,6-Sep-19,viernes,21,NA,45,NA,2019,4
2004,9-Sep-19,lunes,22,NA,52,NA,2019,4
2005,10-Sep-19,martes,21,NA,45,NA,2019,4
2006,11-Sep-19,miercoles,21,NA,45,NA,2019,4
2007,12-Sep-19,jueves,21,NA,45,NA,2019,4
2008,13-Sep-19,viernes,21,NA,44,NA,2019,4
2009,16-Sep-19,lunes,21,NA,43,NA,2019,4
2010,17-Sep-19,martes,21,NA,41,NA,2019,4
2011,18-Sep-19,miercoles,23,NA,36,NA,2019,4
2012,19-Sep-19,jueves,23,NA,36,NA,2019,4
2013,20-Sep-19,viernes,23,NA,41,NA,2019,4
2014,23-Sep-19,lunes,22,NA,44,NA,2019,4
2015,24-Sep-19,martes,23,NA,35,NA,2019,4
2016,25-Sep-19,miercoles,23,NA,34,NA,2019,4
2017,26-Sep-19,jueves,22,NA,44,NA,2019,4
2018,27-Sep-19,viernes,22,NA,38,NA,2019,4
2019,30-Sep-19,Lunes,22,NA,47,NA,2019,4
2020,1-Oct-19,Martes,22,NA,42,NA,2019,5
2021,2-Oct-19,Miércoles,21,NA,40,NA,2019,5
2022,3-Oct-19,Jueves,22,NA,40,NA,2019,5
2023,4-Oct-19,Viernes,22,NA,42,NA,2019,5
2024,7-Oct-19,Lunes,22,NA,46,NA,2019,5
2025,8-Oct-19,Martes,23,NA,38,NA,2019,5
2026,9-Oct-19,Miércoles,22,NA,41,NA,2019,5
2027,10-Oct-19,Jueves,22,NA,42,NA,2019,5
2028,11-Oct-19,Viernes,22,NA,43,NA,2019,5
2029,14-Oct-19,Lunes,22,NA,42,NA,2019,5
2030,15-Oct-19,Martes,22,NA,42,NA,2019,5
2031,16-Oct-19,Miércoles,22,NA,40,NA,2019,5
2032,17-Oct-19,Jueves,22,NA,41,NA,2019,5
2033,18-Oct-19,Viernes,22,NA,36,NA,2019,5
2034,21-Oct-19,Lunes,22,NA,37,NA,2019,5
2035,22-Oct-19,Martes,21,NA,39,NA,2019,5
2036,23-Oct-19,Miércoles,21,NA,39,NA,2019,5
2037,24-Oct-19,Jueves,22,NA,36,NA,2019,5
2038,25-Oct-19,Viernes,22,NA,35,NA,2019,5
2039,28-Oct-19,Lunes,21,NA,34,NA,2019,5
2040,29-Oct-19,Martes,22,NA,34,NA,2019,5
2041,30-Oct-19,Miércoles,21,NA,37,NA,2019,5
2042,31-Oct-19,Jueves,22,NA,35,NA,2019,5
2043,1-Nov-19,Viernes,,NA,,NA,2019,5
2044,4-Nov-19,Lunes,,NA,,NA,2019,5
2045,5-Nov-19,Martes,21,NA,38,NA,2019,5
2046,6-Nov-19,Miércoles,22,NA,35,NA,2019,5
2047,7-Nov-19,Jueves,21,NA,34,NA,2019,5
2048,8-Nov-19,Viernes,21,NA,35,NA,2019,5
2049,11-Nov-19,Lunes,22,NA,33,NA,2019,5
2050,12-Nov-19,Martes,23,NA,33,NA,2019,5
2051,13-Nov-19,Miércoles,21,NA,36,NA,2019,5
2052,14-Nov-19,Jueves,22,NA,34,NA,2019,5
2053,15-Nov-19,Viernes,22,NA,33,NA,2019,5
2054,18-Nov-19,Lunes,22,NA,42,NA,2019,5
2055,19-Nov-19,Martes,23,NA,34,NA,2019,5
2056,20-Nov-19,Miércoles,23,NA,34,NA,2019,5
2057,21-Nov-19,Jueves,23,NA,33,NA,2019,5
2058,22-Nov-19,Viernes,22,NA,36,NA,2019,5
2059,25-Nov-19,Lunes,23,NA,33,NA,2019,5
2060,26-Nov-19,Martes,23,NA,33,NA,2019,5
2061,27-Nov-19,Miércoles,23,NA,33,NA,2019,5
2062,28-Nov-19,Jueves,23,NA,33,NA,2019,5
2063,29-Nov-19,Viernes,23,NA,32,NA,2019,5
2064,2-dic-19,Lunes,23,NA,35,NA,2019,5
2065,3-dic-19,Martes,23,NA,33,NA,2019,5
2066,4-dic-19,Miércoles,23,NA,33,NA,2019,5
2067,5-dic-19,Jueves,23,NA,33,NA,2019,5
2068,6-dic-19,Viernes,23,NA,32,NA,2019,5
2069,9-dic-19,Lunes,22,NA,31,NA,2019,5
2070,10-dic-19,Martes,23,NA,33,NA,2019,5
2071,11-dic-19,Miércoles,23,NA,33,NA,2019,5
2072,12-dic-19,Jueves,23,NA,32,NA,2019,5
2073,13-dic-19,Viernes,24,NA,32,NA,2019,5
2074,16-dic-19,Lunes,24,NA,32,NA,2019,5
2075,17-dic-19,Martes,23,NA,32,NA,2019,5
2076,18-dic-19,Miércoles,23,NA,32,NA,2019,5
2077,19-dic-19,Jueves,24,NA,32,NA,2019,5
2078,20-dic-19,Viernes,23,NA,32,NA,2019,5
2079,23-dic-19,Lunes,22,NA,33,NA,2019,5
2080,24-dic-19,Martes,23,NA,32,NA,2019,5
2081,25-dic-19,Miércoles,,NA,,NA,2019,5
2082,26-dic-19,Jueves,23,NA,38,NA,2019,5
2083,27-dic-19,Viernes,,NA,,NA,2019,5
2084,28-dic-19,sábado,23,NA,33,NA,2019,5
2085,29-dic-19,domingo,,NA,,NA,2019,5
2086,30-dic-19,lunes,23,NA,32,NA,2019,5
2087,31-dic-19,martes,,NA,,NA,2019,5
2088,1-ene-20,miércoles,23,NA,33,NA,2020,5
2089,2-ene-20,jueves,23,NA,32,NA,2020,5
2090,3-ene-20,viernes,23,NA,33,NA,2020,5
2091,5-ene-20,domingo,23,NA,34,NA,2020,5
2092,6-ene-20,lunes,24,NA,31,NA,2020,5
2093,7-ene-20,martes,23,NA,32,NA,2020,5
2094,8-ene-20,miércoles,23,NA,32,NA,2020,5
2095,9-ene-20,jueves,23,NA,32,NA,2020,5
2096,10-ene-20,viernes,22,NA,33,NA,2020,5
2097,13-ene-20,lunes,22,NA,45,NA,2020,5
2098,14-ene-20,martes,23,NA,35,NA,2020,5
2099,15-ene-20,miércoles,23,NA,34,NA,2020,5
2100,16-ene-20,jueves,23,NA,35,NA,2020,5
2101,17-ene-20,viernes,23,NA,34,NA,2020,5
2102,18-ene-20,sábado,,NA,,NA,2020,5
2103,19-ene-20,domingo,,NA,,NA,2020,5
2104,20-ene-20,lunes,22,NA,44,NA,2020,5
2105,21-ene-20,martes,23,NA,34,NA,2020,5
2106,22-ene-20,miércoles,23,NA,33,NA,2020,5
2107,23-ene-20,jueves,23,NA,31,NA,2020,5
2108,24-ene-20,viernes,23,NA,31,NA,2020,5
2109,25-ene-20,sábado,,NA,,NA,2020,5
2110,26-ene-20,domingo,,NA,,NA,2020,5
2111,27-ene-20,lunes,23,NA,30,NA,2020,5
2112,28-ene-20,martes,23,NA,29,NA,2020,5
2113,29-ene-20,miércoles,23,NA,29,NA,2020,5
2114,30-ene-20,jueves,23,NA,30,NA,2020,5
2115,31-ene-20,viernes,23,NA,29,NA,2020,5
2116,1-Feb-20,sábado,,NA,,NA,2020,6
2117,2-Feb-20,domingo,,NA,,NA,2020,6
2118,3-Feb-20,lunes,22,NA,33,NA,2020,6
2119,4-Feb-20,martes,23,NA,31,NA,2020,6
2120,5-Feb-20,miércoles,23,NA,30,NA,2020,6
2121,6-Feb-20,jueves,23,NA,31,NA,2020,6
2122,7-Feb-20,viernes,23,NA,30,NA,2020,6
2123,8-Feb-20,sábado,,NA,,NA,2020,6
2124,9-Feb-20,domingo,,NA,,NA,2020,6
2125,10-Feb-20,lunes,22,NA,32,NA,2020,6
2126,11-Feb-20,martes,23,NA,30,NA,2020,6
2127,12-Feb-20,miércoles,23,NA,28,NA,2020,6
2128,13-Feb-20,jueves,23,NA,28,NA,2020,6
2129,14-Feb-20,viernes,23,NA,28,NA,2020,6
2130,15-Feb-20,sábado,,NA,,NA,2020,6
2131,16-Feb-20,domingo,,NA,,NA,2020,6
2132,17-Feb-20,lunes,,NA,,NA,2020,6
2133,18-Feb-20,martes,23,NA,32,NA,2020,6
2134,19-Feb-20,miércoles,23,NA,30,NA,2020,6
2135,20-Feb-20,jueves,23,NA,30,NA,2020,6
2136,21-Feb-20,viernes,23,NA,28,NA,2020,6
2137,22-Feb-20,sábado,,NA,,NA,2020,6
2138,23-Feb-20,domingo,23,NA,30,NA,2020,6
2139,24-Feb-20,lunes,,NA,,NA,2020,6
2140,25-Feb-20,martes,22,NA,28,NA,2020,6
2141,26-Feb-20,miércoles,22,NA,31,NA,2020,6
2142,27-Feb-20,jueves,24,NA,29,NA,2020,6
2143,28-Feb-20,viernes,22,NA,29,NA,2020,6
2144,29-Feb-20,sábado,,NA,,NA,2020,6
2145,1-Mar-20,domingo,,NA,,NA,2020,6
2146,2-Mar-20,lunes,23,NA,32,NA,2020,6
2147,3-Mar-20,martes,24,NA,30,NA,2020,6
2148,4-Mar-20,miércoles,25,NA,28,NA,2020,6
2149,5-Mar-20,jueves,25,NA,30,NA,2020,6
2150,6-Mar-20,viernes,23,NA,28,NA,2020,6
2151,7-Mar-20,sábado,,NA,,NA,2020,6
2152,8-Mar-20,domingo,,NA,,NA,2020,6
2153,9-Mar-20,lunes,22,NA,29,NA,2020,6
2154,10-Mar-20,martes,22,NA,29,NA,2020,6
2155,11-Mar-20,miércoles,22,NA,28,NA,2020,6
2156,12-Mar-20,jueves,22,NA,28,NA,2020,6
2157,13-Mar-20,viernes,22,NA,27,NA,2020,6
2158,14-Mar-20,sábado,,NA,,NA,2020,6
2159,15-Mar-20,domingo,22,NA,28,NA,2020,6
2160,16-Mar-20,lunes,24,NA,29,NA,2020,6
2161,17-Mar-20,martes,24,NA,28,NA,2020,6
2162,18-Mar-20,miércoles,25,NA,28,NA,2020,6
2163,19-Mar-20,jueves,,NA,,NA,2020,6
2164,20-Mar-20,viernes,24,NA,31,NA,2020,6
2165,21-Mar-20,sábado,,NA,,NA,2020,6
2166,22-Mar-20,domingo,25,NA,30,NA,2020,6
2167,23-Mar-20,lunes,,NA,,NA,2020,6
2168,24-Mar-20,martes,24,NA,30,NA,2020,6
2169,25-Mar-20,miércoles,,NA,,NA,2020,6
2170,26-Mar-20,jueves,24,NA,31,NA,2020,6
2171,27-Mar-20,viernes,,NA,,NA,2020,6
2172,28-Mar-20,sábado,,NA,,NA,2020,6
2173,29-Mar-20,domingo,24,NA,31,NA,2020,6
2174,30-Mar-20,lunes,,NA,,NA,2020,6
2175,31-Mar-20,martes,,NA,,NA,2020,6
2176,1-abr-20,miércoles,24,NA,31,NA,,6
2177,2-abr-20,jueves,,NA,,NA,,6
2178,3-abr-20,viernes,,NA,,NA,,6
2179,4-abr-20,sábado,,NA,,NA,,6
2180,5-abr-20,domingo,,NA,,NA,,6
2181,6-abr-20,lunes,23,NA,36,NA,,6
2182,7-abr-20,martes,,NA,,NA,,6
2183,8-abr-20,miércoles,24,NA,31,NA,,6
2184,9-abr-20,jueves,,NA,,NA,,6
2185,10-abr-20,viernes,,NA,,NA,,6
2186,11-abr-20,sábado,,NA,,NA,,6
2187,12-abr-20,domingo,24,NA,32,NA,,6
2188,13-abr-20,lunes,,NA,,NA,,6
2189,14-abr-20,martes,,NA,,NA,,6
2190,15-abr-20,miércoles,,NA,,NA,,6
2191,16-abr-20,jueves,23,NA,42,NA,,6
2192,17-abr-20,viernes,,NA,,NA,,6
2193,18-abr-20,sábado,,NA,,NA,,6
2194,19-abr-20,domingo,24,NA,40,NA,,6
2195,20-abr-20,lunes,,NA,,NA,,6
2196,21-abr-20,martes,,NA,,NA,,6
2197,22-abr-20,miércoles,24,NA,41,NA,,6
2198,23-abr-20,jueves,25,NA,32,NA,,6
2199,24-abr-20,viernes,,NA,,NA,,6
2200,25-abr-20,sábado,,NA,,NA,,6
2201,26-abr-20,domingo,24,25,,,,6
2202,27-abr-20,lunes,,,,,,6
2203,28-abr-20,martes,,,,,,6
2204,29-abr-20,miércoles,23,25,40,39,,6
2205,30-abr-20,jueves,,,,,,6
2206,1-May-20,viernes,,,,,2020,7
2207,2-May-20,sábado,,,,,2020,7
2208,3-May-20,domingo,23,24,,,2020,7
2209,4-May-20,lunes,,,,,2020,7
2210,5-May-20,martes,,,,,2020,7
2211,6-May-20,miércoles,24,24,34,36,2020,7
2212,7-May-20,jueves,,,,,2020,7
2213,8-May-20,viernes,,,,,2020,7
2214,9-May-20,sábado,,,,,2020,7
2215,10-May-20,domingo,23,23,,,2020,7
2216,11-May-20,lunes,,,,,2020,7
2217,12-May-20,martes,,,,,2020,7
2218,13-May-20,miércoles,,,,,2020,7
2219,14-May-20,jueves,23,23,,,2020,7
2220,15-May-20,viernes,,,,,2020,7
2221,16-May-20,sábado,,,,,2020,7
2222,17-May-20,domingo,,,,,2020,7
2223,18-May-20,lunes,23,23,35,38,2020,7
2224,19-May-20,martes,,,,,2020,7
2225,20-May-20,miércoles,,,,,2020,7
2226,21-May-20,jueves,24,24,,,2020,7
2227,22-May-20,viernes,,,,,2020,7
2228,23-May-20,sábado,,,,,2020,7
2229,24-May-20,domingo,,,,,2020,7
2230,25-May-20,lunes,23,23,,,2020,7
2231,26-May-20,martes,24,24,,,2020,7
2232,27-May-20,miércoles,24,24,30,18,2020,7
2233,28-May-20,jueves,,,,,2020,7
2234,29-May-20,viernes,,,,,2020,7
2235,30-May-20,sábado,,,,,2020,7
2236,31-May-20,domingo,,,,,2020,7
2237,1-Jun-20,lunes,23,23,,,2020,7
2238,2-Jun-20,martes,,,,,2020,7
2239,3-Jun-20,miércoles,24,24,,,2020,7
2240,4-Jun-20,jueves,24,24,,,2020,7
2241,5-Jun-20,viernes,24,25,29,17,2020,7
2242,6-Jun-20,sábado,,,,,2020,7
2243,7-Jun-20,domingo,,,,,2020,7
2244,8-Jun-20,lunes,22,24,,,2020,7
2245,9-Jun-20,martes,,,,,2020,7
2246,10-Jun-20,miércoles,22,24,,,2020,7
2247,11-Jun-20,jueves,,,,,2020,7
2248,12-Jun-20,viernes,,,,,2020,7
2249,13-Jun-20,sábado,21,22,,,2020,7
2250,14-Jun-20,domingo,,,,,2020,7
2251,15-Jun-20,lunes,,,,,2020,7
2252,16-Jun-20,martes,21,23,,,2020,7
2253,17-Jun-20,miércoles,,,,,2020,7
2254,18-Jun-20,jueves,,,,,2020,7
2255,19-Jun-20,viernes,22,23,,,2020,7
2256,20-Jun-20,sábado,,,,,2020,7
2257,21-Jun-20,domingo,,,,,2020,7
2258,22-Jun-20,lunes,,,,,2020,7
2259,23-Jun-20,martes,21,23,,,2020,7
2260,24-Jun-20,miércoles,,,,,2020,7
2261,25-Jun-20,jueves,,,,,2020,7
2262,26-Jun-20,viernes,22,23,,,2020,7
2263,27-Jun-20,sábado,,,,,2020,7
2264,28-Jun-20,,,,,,2020,7
2265,29-Jun-20,,,,,,2020,7
2266,30-Jun-20,,22,23,,,2020,7
2267,1-Jul-20,,,,,,2020,7
2268,2-Jul-20,,,,,,2020,7
2269,3-Jul-20,,22,23,,,2020,7
2270,4-Jul-20,,,,,,2020,7
2271,5-Jul-20,,,,,,2020,7
2272,6-Jul-20,,22,23,,,2020,7
2273,7-Jul-20,,,,,,2020,7
2274,8-Jul-20,,22,23,,,2020,7
2275,9-Jul-20,,,,,,2020,7
2276,10-Jul-20,,21,22,,,2020,7
2277,11-Jul-20,,,,,,2020,7
2278,12-Jul-20,,,,,,2020,7
2279,13-Jul-20,,21,21,,,2020,7
2280,14-Jul-20,,,,,,2020,7
2281,15-Jul-20,,21,22,,,2020,7
2282,16-Jul-20,,,,,,2020,7
2283,17-Jul-20,,21,22,,,2020,7
2284,18-Jul-20,,,,,,2020,7
2285,19-Jul-20,,,,,,2020,7
2286,20-Jul-20,,,,,,2020,7
2287,21-Jul-20,,,,,,2020,7
2288,22-Jul-20,,21,21,,,2020,7
2289,23-Jul-20,,,,,,2020,7
2290,24-Jul-20,,21,22,,,2020,7
2291,25-Jul-20,,,,,,2020,7
2292,26-Jul-20,,,,,,2020,7
2293,27-Jul-20,,21,22,,,2020,7
2294,28-Jul-20,,,,,,2020,7
2295,29-Jul-20,,20,22,,,2020,7
2296,30-Jul-20,,,,,,2020,7
2297,31-Jul-20,,21,22,,,2020,7
2298,1-ago-20,,,,,,,
2299,2-ago-20,,,,,,,
2300,3-ago-20,,21,22,32,25,,
2301,4-ago-20,,,,,,,
2302,5-ago-20,,,,,,,
2303,6-ago-20,,,,,,,
2304,7-ago-20,,,,,,,
2305,8-ago-20,,,,,,,
2306,9-ago-20,,,,,,,
2307,10-ago-20,,20,21,,,,
2308,11-ago-20,,,,,,,
2309,12-ago-20,,,,,,,
2310,13-ago-20,,,,,,,
2311,14-ago-20,,21,22,,,,
2312,15-ago-20,,,,,,,
2313,16-ago-20,,,,,,,
2314,17-ago-20,,,,,,,
2315,18-ago-20,,20,22,,,,
2316,19-ago-20,,,,,,,
2317,20-ago-20,,,,,,,
2318,21-ago-20,,20,20,33,31,,
2319,22-ago-20,,,,,,,
2320,23-ago-20,,,,,,,
2321,24-ago-20,,,,,,,
2322,25-ago-20,,,,,,,
2323,26-ago-20,,,,,,,
2324,27-ago-20,,,,,,,
2325,28-ago-20,,20,20,36,40,,
2326,29-ago-20,,,,,,,
2327,30-ago-20,,,,,,,
2328,31-ago-20,,,,,,,
2329,1-Sep-20,,20,21,,,2020,8
2330,2-Sep-20,,,,,,2020,8
2331,3-Sep-20,,,,,,2020,8
2332,4-Sep-20,,,,,,2020,8
2333,5-Sep-20,,,,,,2020,8
2334,6-Sep-20,,,,,,2020,8
2335,7-Sep-20,,,,,,2020,8
2336,8-Sep-20,,20,20,40,60,2020,8
2337,9-Sep-20,,,,,,2020,8
2338,10-Sep-20,,,,,,2020,8
2339,11-Sep-20,,20,21,,,2020,8
2340,12-Sep-20,,,,,,2020,8
2341,13-Sep-20,,,,,,2020,8
2342,14-Sep-20,,,,,,2020,8
2343,15-Sep-20,,20,21,,,2020,8
2344,16-Sep-20,,,,,,2020,8
2345,17-Sep-20,,,,,,2020,8
2346,18-Sep-20,,21,22,,,2020,8
2347,19-Sep-20,,,,,,2020,8
2348,20-Sep-20,,,,,,2020,8
2349,21-Sep-20,,21,21,,,2020,8
2350,22-Sep-20,,,,,,2020,8
2351,23-Sep-20,,21,21,,,2020,8
2352,24-Sep-20,,,,,,2020,8
2353,25-Sep-20,,21,22,,,2020,8
2354,26-Sep-20,,,,,,2020,8
2355,27-Sep-20,,,,,,2020,8
2356,28-Sep-20,,22,24,,,2020,8
2357,29-Sep-20,,22,22,,,2020,8
2358,30-Sep-20,,21,22,,,2020,8
2359,1-Oct-20,,21,22,,,2020,8
2360,2-Oct-20,,21,22,,,2020,8
2361,3-Oct-20,,,,,,2020,8
2362,4-Oct-20,,,,,,2020,8
2363,5-Oct-20,,21,21,,,2020,8
2364,6-Oct-20,,21,22,,,2020,8
2365,7-Oct-20,,21,22,,,2020,8
2366,8-Oct-20,,22,22,,,2020,8
2367,9-Oct-20,,,,,,2020,8
2368,10-Oct-20,,,,,,2020,8
2369,11-Oct-20,,,,,,2020,8
2370,12-Oct-20,,21,22,,,2020,8
2371,13-Oct-20,,22,22,,,2020,8
2372,14-Oct-20,,21,21,,,2020,8
2373,15-Oct-20,,22,22,,,2020,8
2374,16-Oct-20,,,,,,2020,8
2375,17-Oct-20,,,,,,2020,8
2376,18-Oct-20,,,,,,2020,8
2377,19-Oct-20,,21,22,34,36,2020,8
2378,20-Oct-20,,21,22,,,2020,8
2379,21-Oct-20,,22,22,,,2020,8
2380,22-Oct-20,,22,22,,,2020,8
2381,23-Oct-20,,22,22,,,2020,8
2382,24-Oct-20,,,,,,2020,8
2383,25-Oct-20,,,,,,2020,8
2384,26-Oct-20,,21,22,,,2020,8
2385,27-Oct-20,,22,22,,,2020,8
2386,28-Oct-20,,22,22,,,2020,8
2387,29-Oct-20,,22,22,,,2020,8
2388,30-Oct-20,,,,,,2020,8
2389,31-Oct-20,,,,,,2020,8
2390,1-Nov-20,,,,,,2020,8
2391,2-Nov-20,,24,24,,,2020,8
2392,3-Nov-20,,23,23,,,2020,8
2393,4-Nov-20,,23,23,,,2020,8
2394,5-Nov-20,,23,23,,,2020,8
2395,6-Nov-20,,22,24,27,18,2020,8
2396,7-Nov-20,,23,23,,,2020,8
2397,8-Nov-20,,,,,,2020,8
2398,9-Nov-20,,22,22,,,2020,8
2399,10-Nov-20,,23,,28,,2020,8
2400,11-Nov-20,,22,23,26,19,2020,8
