Date,Fecha,Dia,Temperatura (entrada),Temperatura (zona ampliación),Humedad (entrada),Humedad (zona ampliación),Year,Monitoreo
962,8-Sep-15,Martes,,NA,,NA,2015,
963,9-Sep-15,Miércoles,,NA,,NA,2015,
964,10-Sep-15,Jueves,,NA,,NA,2015,
965,11-Sep-15,Viernes,,NA,,NA,2015,
966,14-Sep-15,Lunes,20,NA,50,NA,2015,
967,15-Sep-15,Martes,20,NA,52,NA,2015,
968,16-Sep-15,Miércoles,20,NA,56,NA,2015,
969,17-Sep-15,Jueves,18,NA,58,NA,2015,
970,18-Sep-15,Viernes,22,NA,58,NA,2015,
971,21-Sep-15,Lunes,20,NA,53,NA,2015,
972,22-Sep-15,Martes,24,NA,53,NA,2015,
973,23-Sep-15,Miércoles,24,NA,40,NA,2015,
974,24-Sep-15,Jueves,24,NA,36,NA,2015,
975,25-Sep-15,Viernes,22,NA,35,NA,2015,
976,28-Sep-15,Lunes,20,NA,39,NA,2015,
977,29-Sep-15,Martes,20,NA,36,NA,2015,
978,30-Sep-15,Miércoles,18,NA,61,NA,2015,
979,1-Oct-15,Jueves,18,NA,66,NA,2015,
980,2-Oct-15,Viernes,18,NA,67,NA,2015,
981,5-Oct-15,Lunes,17,NA,61,NA,2015,
982,6-Oct-15,Martes,18,NA,61,NA,2015,
983,7-Oct-15,Miércoles,19,NA,47,NA,2015,
984,8-Oct-15,Jueves,19,NA,46,NA,2015,
985,9-Oct-15,Viernes,20,NA,28,NA,2015,
986,12-Oct-15,Lunes,21,NA,60,NA,2015,
987,13-Oct-15,Martes,17,NA,60,NA,2015,
988,14-Oct-15,Miércoles,17,NA,63,NA,2015,
989,15-Oct-15,Jueves,16,NA,58,NA,2015,
990,16-Oct-15,Viernes,17,NA,58,NA,2015,
991,19-Oct-15,Lunes,17,NA,60,NA,2015,
992,20-Oct-15,Martes,16,NA,58,NA,2015,
993,21-Oct-15,Miércoles,17,NA,55,NA,2015,
994,22-Oct-15,Jueves,17,NA,58,NA,2015,
995,23-Oct-15,Viernes,17,NA,60,NA,2015,
996,26-Oct-15,Lunes,16,NA,58,NA,2015,
997,27-Oct-15,Martes,20,NA,54,NA,2015,
998,28-Oct-15,Miércoles,21,NA,42,NA,2015,
999,29-Oct-15,Jueves,18,NA,56,NA,2015,
1000,30-Oct-15,Viernes,20,NA,58,NA,2015,
1001,2-Nov-15,Lunes,21,NA,60,NA,2015,
1002,3-Nov-15,Martes,20,NA,59,NA,2015,
1003,4-Nov-15,Miércoles,19,NA,53,NA,2015,
1004,5-Nov-15,Jueves,18,NA,55,NA,2015,
1005,6-Nov-15,Viernes,19,NA,60,NA,2015,
1006,9-Nov-15,Lunes,18,NA,49,NA,2015,
1007,10-Nov-15,Martes,17,NA,53,NA,2015,
1008,11-Nov-15,Miércoles,16,NA,48,NA,2015,
1009,12-Nov-15,Jueves,15,NA,49,NA,2015,
1010,13-Nov-15,Viernes,20,NA,38,NA,2015,
1011,16-Nov-15,Lunes,21,NA,47,NA,2015,
1012,17-Nov-15,Martes,17,NA,51,NA,2015,
1013,18-Nov-15,Miércoles,17,NA,53,NA,2015,
1014,19-Nov-15,Jueves,18,NA,47,NA,2015,
1015,20-Nov-15,Viernes,19,NA,40,NA,2015,
1016,23-Nov-15,Lunes,16,NA,46,NA,2015,
1017,24-Nov-15,Martes,15,NA,52,NA,2015,
1018,25-Nov-15,Miércoles,16,NA,51,NA,2015,
1019,26-Nov-15,Jueves,16,NA,49,NA,2015,
1020,27-Nov-15,Viernes,19,NA,49,NA,2015,
1021,30-Nov-15,Lunes,17,NA,51,NA,2015,
1022,1-Dec-15,Martes,14,NA,44,NA,2015,
1023,2-Dec-15,Miércoles,18,NA,39,NA,2015,
1024,3-Dec-15,Jueves,21,NA,42,NA,2015,
1025,4-Dec-15,Viernes,,NA,,NA,2015,
1026,7-Dec-15,Lunes,24,NA,39,NA,2015,
1027,8-Dec-15,Martes,24,NA,39,NA,2015,
1028,9-Dec-15,Miércoles,25,NA,36,NA,2015,
1029,10-Dec-15,Jueves,25,NA,52,NA,2015,
1030,11-Dec-15,Viernes,16,NA,54,NA,2015,
1031,14-Dec-15,Lunes,27,NA,64,NA,2015,
1032,15-Dec-15,Martes,19,NA,42,NA,2015,
1033,16-Dec-15,Miércoles,18,NA,55,NA,2015,
1034,17-Dec-15,Jueves,20,NA,54,NA,2015,
1035,18-Dec-15,Viernes,18,NA,55,NA,2015,
1036,21-Dec-15,Lunes,18,NA,55,NA,2015,
1037,22-Dec-15,Martes,20,NA,54,NA,2015,
1038,23-Dec-15,Miércoles,22,NA,55,NA,2015,
1039,24-Dec-15,Jueves,22,NA,56,NA,2015,
1040,25-Dec-15,Viernes,20,NA,58,NA,2015,
1041,28-Dec-15,Lunes,18,NA,60,NA,2015,
1042,29-Dec-15,Martes,18,NA,60,NA,2015,
1043,30-Dec-15,Miércoles,20,NA,56,NA,2015,
1044,31-Dec-15,Jueves,20,NA,43,NA,2015,
1045,1-Jan-16,Viernes,20,NA,45,NA,2016,
1046,4-Jan-16,Lunes,22,NA,45,NA,2016,
1047,5-Jan-16,Martes,20,NA,46,NA,2016,
1048,6-Jan-16,Miércoles,22,NA,50,NA,2016,
1049,7-Jan-16,Jueves,20,NA,54,NA,2016,
1050,8-Jan-16,Viernes,20,NA,54,NA,2016,
1051,11-Jan-16,Lunes,20,NA,56,NA,2016,
1052,12-Jan-16,Martes,20,NA,56,NA,2016,
1053,13-Jan-16,Miércoles,18,NA,56,NA,2016,
1054,14-Jan-16,Jueves,18,NA,56,NA,2016,
1055,15-Jan-16,Viernes,20,NA,54,NA,2016,
1056,18-Jan-16,Lunes,20,NA,54,NA,2016,
1057,19-Jan-16,Martes,20,NA,54,NA,2016,
1058,20-Jan-16,Miércoles,20,NA,50,NA,2016,
1059,21-Jan-16,Jueves,20,NA,48,NA,2016,
1060,22-Jan-16,Viernes,20,NA,46,NA,2016,
1061,25-Jan-16,Lunes,20,NA,45,NA,2016,
1062,26-Jan-16,Martes,20,NA,45,NA,2016,
1063,27-Jan-16,Miércoles,20,NA,45,NA,2016,
1064,28-Jan-16,Jueves,20,NA,43,NA,2016,
1065,29-Jan-16,Viernes,18,NA,44,NA,2016,
1066,1-Feb-16,Lunes,18,NA,45,NA,2016,
1067,2-Feb-16,Martes,17,NA,45,NA,2016,
1068,3-Feb-16,Miércoles,17,NA,50,NA,2016,
1069,4-Feb-16,Jueves,18,NA,54,NA,2016,
1070,5-Feb-16,Viernes,18,NA,54,NA,2016,
1071,8-Feb-16,Lunes,,NA,,NA,2016,
1072,9-Feb-16,Martes,,NA,,NA,2016,
1073,10-Feb-16,Miércoles,20,NA,54,NA,2016,
1074,11-Feb-16,Jueves,20,NA,52,NA,2016,
1075,12-Feb-16,Viernes,20,NA,60,NA,2016,
1076,15-Feb-16,Lunes,,NA,,NA,2016,
1077,16-Feb-16,Martes,,NA,,NA,2016,
1078,17-Feb-16,Miércoles,,NA,,NA,2016,
1079,18-Feb-16,Jueves,,NA,,NA,2016,
1080,19-Feb-16,Viernes,,NA,,NA,2016,
1081,22-Feb-16,Lunes,,NA,,NA,2016,
1082,23-Feb-16,Martes,21,NA,43,NA,2016,
1083,24-Feb-16,Miércoles,22,NA,44,NA,2016,
1084,25-Feb-16,Jueves,21,NA,38,NA,2016,
1085,26-Feb-16,Viernes,20,NA,38,NA,2016,
1086,29-Feb-16,Lunes,20,NA,49,NA,2016,
1087,1-Mar-16,Martes,18,NA,36,NA,2016,
1088,2-Mar-16,Miércoles,20,NA,49,NA,2016,
1089,3-Mar-16,Jueves,20,NA,48,NA,2016,
1090,4-Mar-16,Viernes,20,NA,40,NA,2016,
1091,7-Mar-16,Lunes,,NA,,NA,2016,
1092,8-Mar-16,Martes,,NA,,NA,2016,
1093,9-Mar-16,Miércoles,21,NA,49,NA,2016,
1094,10-Mar-16,Jueves,20,NA,46,NA,2016,
1095,11-Mar-16,Viernes,20,NA,41,NA,2016,
1096,14-Mar-16,Lunes,20,NA,45,NA,2016,
1097,15-Mar-16,Martes,21,NA,45,NA,2016,
1098,16-Mar-16,Miércoles,21,NA,53,NA,2016,
1099,17-Mar-16,Jueves,20,NA,46,NA,2016,
1100,18-Mar-16,Viernes,19,NA,38,NA,2016,
1101,21-Mar-16,Lunes,,NA,,NA,2016,
1102,22-Mar-16,Martes,18,NA,36,NA,2016,
1103,23-Mar-16,Miércoles,19,NA,38,NA,2016,
1104,24-Mar-16,Jueves,19,NA,48,NA,2016,
1105,25-Mar-16,Viernes,20,NA,53,NA,2016,
1106,28-Mar-16,Lunes,19,NA,48,NA,2016,
1107,29-Mar-16,Martes,20,NA,54,NA,2016,
1108,30-Mar-16,Miércoles,19,NA,49,NA,2016,
1109,31-Mar-16,Jueves,20,NA,48,NA,2016,
1110,1-Apr-16,Viernes,19,NA,48,NA,2016,
1111,4-Apr-16,Lunes,20,NA,50,NA,2016,
1112,5-Apr-16,Martes,20,NA,54,NA,2016,
1113,6-Apr-16,Miércoles,19,NA,48,NA,2016,
1114,7-Apr-16,Jueves,18,NA,58,NA,2016,
1115,8-Apr-16,Viernes,20,NA,45,NA,2016,
1116,11-Apr-16,Lunes,20,NA,49,NA,2016,
1117,12-Apr-16,Martes,20,NA,45,NA,2016,
1118,13-Apr-16,Miércoles,20,NA,40,NA,2016,
1119,14-Apr-16,Jueves,19,NA,38,NA,2016,
1120,15-Apr-16,Viernes,19,NA,33,NA,2016,
1121,18-Apr-16,Lunes,18,NA,38,NA,2016,
1122,19-Apr-16,Martes,18,NA,38,NA,2016,
1123,20-Apr-16,Miércoles,20,NA,39,NA,2016,
1124,21-Apr-16,Jueves,18,NA,38,NA,2016,
1125,22-Apr-16,Viernes,18,NA,35,NA,2016,
1126,25-Apr-16,Lunes,20,NA,41,NA,2016,
1127,26-Apr-16,Martes,20,NA,35,NA,2016,
1128,27-Apr-16,Miércoles,20,NA,40,NA,2016,
1129,28-Apr-16,Jueves,18,NA,51,NA,2016,
1130,29-Apr-16,Viernes,19,NA,31,NA,2016,
1131,2-May-16,Lunes,20,NA,22,NA,2016,
1132,3-May-16,Martes,20,NA,31,NA,2016,
1133,4-May-16,Miércoles,20,NA,23,NA,2016,
1134,5-May-16,Jueves,18,NA,44,NA,2016,
1135,6-May-16,Viernes,18,NA,38,NA,2016,
1136,9-May-16,Lunes,20,NA,35,NA,2016,
1137,10-May-16,Martes,20,NA,45,NA,2016,
1138,11-May-16,Miércoles,18,NA,45,NA,2016,
1139,12-May-16,Jueves,18,NA,42,NA,2016,
1140,13-May-16,Viernes,20,NA,43,NA,2016,
1141,16-May-16,Lunes,19,NA,39,NA,2016,
1142,17-May-16,Martes,19,NA,43,NA,2016,
1143,18-May-16,Miércoles,20,NA,40,NA,2016,
1144,19-May-16,Jueves,19,NA,41,NA,2016,
1145,20-May-16,Viernes,19,NA,45,NA,2016,
1146,23-May-16,Lunes,18,NA,50,NA,2016,
1147,24-May-16,Martes,18,NA,51,NA,2016,
1148,25-May-16,Miércoles,19,NA,43,NA,2016,
1149,26-May-16,Jueves,19,NA,42,NA,2016,
1150,27-May-16,Viernes,19,NA,41,NA,2016,
1151,30-May-16,Lunes,23,NA,56,NA,2016,
1152,31-May-16,Martes,20,NA,51,NA,2016,
1153,1-Jun-16,Miércoles,22,NA,55,NA,2016,
1154,2-Jun-16,Jueves,23,NA,56,NA,2016,
1155,3-Jun-16,Viernes,23,NA,54,NA,2016,
1156,6-Jun-16,Lunes,23,NA,51,NA,2016,
1157,7-Jun-16,Martes,23,NA,51,NA,2016,
1158,8-Jun-16,Miércoles,22,NA,50,NA,2016,
1159,9-Jun-16,Jueves,19,NA,49,NA,2016,
1160,10-Jun-16,Viernes,19,NA,48,NA,2016,
1161,13-Jun-16,Lunes,20,NA,48,NA,2016,
1162,14-Jun-16,Martes,21,NA,45,NA,2016,
1163,15-Jun-16,Miércoles,24,NA,54,NA,2016,
1164,16-Jun-16,Jueves,23,NA,53,NA,2016,
1165,17-Jun-16,Viernes,23,NA,49,NA,2016,
1166,20-Jun-16,Lunes,19,NA,49,NA,2016,
1167,21-Jun-16,Martes,21,NA,50,NA,2016,
1168,22-Jun-16,Miércoles,21,NA,50,NA,2016,
1169,23-Jun-16,Jueves,23,NA,49,NA,2016,
1170,24-Jun-16,Viernes,21,NA,49,NA,2016,
1171,27-Jun-16,Lunes,20,NA,53,NA,2016,
1172,28-Jun-16,Martes,19,NA,55,NA,2016,
1173,29-Jun-16,Miércoles,19,NA,51,NA,2016,
1174,30-Jun-16,Jueves,21,NA,53,NA,2016,
1175,1-Jul-16,Viernes,21,NA,53,NA,2016,
1176,4-Jul-16,Lunes,22,NA,64,NA,2016,
1177,5-Jul-16,Martes,21,NA,50,NA,2016,
1178,6-Jul-16,Miércoles,22,NA,53,NA,2016,
1179,7-Jul-16,Jueves,18,NA,51,NA,2016,
1180,8-Jul-16,Viernes,18,NA,48,NA,2016,
1181,11-Jul-16,Lunes,19,NA,48,NA,2016,
1182,12-Jul-16,Martes,20,NA,48,NA,2016,
1183,13-Jul-16,Miércoles,20,NA,52,NA,2016,
1184,14-Jul-16,Jueves,19,NA,46,NA,2016,
1185,15-Jul-16,Viernes,22,NA,45,NA,2016,
1186,18-Jul-16,Lunes,23,NA,48,NA,2016,
1187,19-Jul-16,Martes,23,NA,46,NA,2016,
1188,20-Jul-16,Miércoles,23,NA,48,NA,2016,
1189,21-Jul-16,Jueves,22,NA,51,NA,2016,
1190,22-Jul-16,Viernes,19,NA,53,NA,2016,
1191,25-Jul-16,Lunes,19,NA,53,NA,2016,
1192,26-Jul-16,Martes,20,NA,54,NA,2016,
1193,27-Jul-16,Miércoles,22,NA,46,NA,2016,
1194,28-Jul-16,Jueves,23,NA,47,NA,2016,
1195,29-Jul-16,Viernes,24,NA,51,NA,2016,
1196,1-Aug-16,Lunes,24,NA,51,NA,2016,
1197,2-Aug-16,Martes,23,NA,52,NA,2016,
1198,3-Aug-16,Miércoles,23,NA,60,NA,2016,
1199,4-Aug-16,Jueves,20,NA,51,NA,2016,
1200,5-Aug-16,Viernes,23,NA,46,NA,2016,
1201,8-Aug-16,Lunes,20,NA,41,NA,2016,
1202,9-Aug-16,Martes,24,NA,45,NA,2016,
1203,10-Aug-16,Miércoles,20,NA,48,NA,2016,
1204,11-Aug-16,Jueves,21,NA,53,NA,2016,
1205,12-Aug-16,Viernes,23,NA,53,NA,2016,
1206,15-Aug-16,Lunes,23,NA,48,NA,2016,
1207,16-Aug-16,Martes,22,NA,45,NA,2016,
1208,17-Aug-16,Miércoles,21,NA,41,NA,2016,
1209,18-Aug-16,Jueves,22,NA,41,NA,2016,
1210,19-Aug-16,Viernes,20,NA,56,NA,2016,
1211,22-Aug-16,Lunes,23,NA,44,NA,2016,
1212,23-Aug-16,Martes,23,NA,45,NA,2016,
1213,24-Aug-16,Miércoles,21,NA,44,NA,2016,
1214,25-Aug-16,Jueves,20,NA,46,NA,2016,
1215,26-Aug-16,Viernes,23,NA,45,NA,2016,
1216,29-Aug-16,Lunes,20,NA,43,NA,2016,
1217,30-Aug-16,Martes,20,NA,41,NA,2016,
1218,31-Aug-16,Miércoles,22,NA,41,NA,2016,
1219,1-Sep-16,Jueves,22,NA,43,NA,2016,
1220,2-Sep-16,Viernes,21,NA,40,NA,2016,
1221,5-Sep-16,Lunes,20,NA,41,NA,2016,
1222,6-Sep-16,Martes,20,NA,45,NA,2016,
1223,7-Sep-16,Miércoles,22,NA,45,NA,2016,
1224,8-Sep-16,Jueves,22,NA,53,NA,2016,
1225,9-Sep-16,Viernes,21,NA,48,NA,2016,
1226,12-Sep-16,Lunes,21,NA,46,NA,2016,
1227,13-Sep-16,Martes,21,NA,53,NA,2016,
1228,14-Sep-16,Miércoles,22,NA,50,NA,2016,
1229,15-Sep-16,Jueves,22,NA,48,NA,2016,
1230,16-Sep-16,Viernes,22,NA,53,NA,2016,
1231,19-Sep-16,Lunes,20,NA,54,NA,2016,
1232,20-Sep-16,Martes,21,NA,48,NA,2016,
1233,21-Sep-16,Miércoles,21,NA,45,NA,2016,
1234,22-Sep-16,Jueves,23,NA,53,NA,2016,
1235,23-Sep-16,Viernes,22,NA,58,NA,2016,
1236,26-Sep-16,Lunes,22,NA,53,NA,2016,
1237,27-Sep-16,Martes,,NA,,NA,2016,
1238,28-Sep-16,Miércoles,,NA,,NA,2016,
1239,29-Sep-16,Jueves,,NA,,NA,2016,
1240,30-Sep-16,Viernes,22,NA,50,NA,2016,
1241,3-Oct-16,Lunes,22,NA,48,NA,2016,
1242,4-Oct-16,Martes,20,NA,51,NA,2016,
1243,5-Oct-16,Miércoles,22,NA,51,NA,2016,
1244,6-Oct-16,Jueves,21,NA,51,NA,2016,
1245,7-Oct-16,Viernes,22,NA,53,NA,2016,
1246,10-Oct-16,Lunes,22,NA,61,NA,2016,
1247,11-Oct-16,Martes,21,NA,53,NA,2016,
1248,12-Oct-16,Miércoles,20,NA,50,NA,2016,
1249,13-Oct-16,Jueves,22,NA,51,NA,2016,
1250,14-Oct-16,Viernes,18,NA,51,NA,2016,
1251,17-Oct-16,Lunes,20,NA,48,NA,2016,
1252,18-Oct-16,Martes,22,NA,61,NA,2016,
1253,19-Oct-16,Miércoles,22,NA,60,NA,2016,
1254,20-Oct-16,Jueves,22,NA,48,NA,2016,
1255,21-Oct-16,Viernes,22,NA,46,NA,2016,
1256,24-Oct-16,Lunes,22,NA,61,NA,2016,
1257,25-Oct-16,Martes,22,NA,48,NA,2016,
1258,26-Oct-16,Miércoles,22,NA,46,NA,2016,
1259,27-Oct-16,Jueves,22,NA,48,NA,2016,
1260,28-Oct-16,Viernes,22,NA,45,NA,2016,
1261,31-Oct-16,Lunes,22,NA,58,NA,2016,
1262,1-Nov-16,Martes,22,NA,59,NA,2016,
1263,2-Nov-16,Miércoles,23,NA,41,NA,2016,
1264,3-Nov-16,Jueves,,NA,,NA,2016,
1265,4-Nov-16,Viernes,,NA,,NA,2016,
1266,7-Nov-16,Lunes,22,NA,61,NA,2016,
1267,8-Nov-16,Martes,22,NA,43,NA,2016,
1268,9-Nov-16,Miercoles,22,NA,40,NA,2016,
1269,10-Nov-16,Jueves,22,NA,43,NA,2016,
1270,11-Nov-16,Viernes,21,NA,50,NA,2016,
1271,14-Nov-16,Lunes,20,NA,53,NA,2016,
1272,15-Nov-16,Martes,22,NA,49,NA,2016,
1273,16-Nov-16,Miercoles,20,NA,48,NA,2016,
1274,17-Nov-16,Jueves,22,NA,51,NA,2016,
1275,18-Nov-16,Viernes,20,NA,46,NA,2016,
1276,21-Nov-16,Lunes,20,NA,48,NA,2016,
1277,22-Nov-16,Martes,22,NA,59,NA,2016,
1278,23-Nov-16,Miercoles,20,NA,43,NA,2016,
1279,24-Nov-16,Jueves,20,NA,40,NA,2016,
1280,25-Nov-16,Viernes,22,NA,45,NA,2016,
1281,28-Nov-16,Lunes,22,NA,63,NA,2016,
1282,29-Nov-16,Martes,22,NA,53,NA,2016,
1283,30-Nov-16,Miercoles,22,NA,54,NA,2016,
1284,1-Dec-16,Jueves,22,NA,46,NA,2016,
1285,2-Dec-16,Viernes,23,NA,46,NA,2016,
1286,5-Dec-16,Lunes,22,NA,56,NA,2016,
1287,6-Dec-16,Martes,22,NA,49,NA,2016,
1288,7-Dec-16,Miercoles,22,NA,46,NA,2016,
1289,8-Dec-16,Jueves,22,NA,45,NA,2016,
1290,9-Dec-16,Viernes,23,NA,44,NA,2016,
1291,12-Dec-16,Lunes,22,NA,45,NA,2016,
1292,13-Dec-16,Martes,23,NA,48,NA,2016,
1293,14-Dec-16,Miercoles,22,NA,51,NA,2016,
1294,15-Dec-16,Jueves,22,NA,46,NA,2016,
1295,16-Dec-16,Viernes,23,NA,44,NA,2016,
1296,19-Dec-16,Lunes,22,NA,43,NA,2016,
1297,20-Dec-16,Martes,22,NA,45,NA,2016,
1298,21-Dec-16,Miercoles,22,NA,44,NA,2016,
1299,22-Dec-16,Jueves,23,NA,48,NA,2016,
1300,23-Dec-16,Viernes,22,NA,49,NA,2016,
1301,26-Dec-16,Lunes,22,NA,44,NA,2016,
1302,27-Dec,Martes,22,NA,44,NA,2021,
1303,28-Dec-16,Miercoles,22,NA,45,NA,2016,
1304,29-Dec-16,Jueves,23,NA,44,NA,2016,
1305,30-Dec-16,Viernes,22,NA,46,NA,2016,
1306,2-Jan-17,Lunes,22,NA,48,NA,2017,
1307,3-Jan-17,Martes,22,NA,54,NA,2017,
1308,4-Jan-17,Miercoles,22,NA,51,NA,2017,
1309,5-Jan-17,Jueves,22,NA,44,NA,2017,
1310,6-Jan-17,Viernes,22,NA,45,NA,2017,
1311,9-Jan-17,Lunes,22,NA,48,NA,2017,
1312,10-Jan-17,Martes,22,NA,44,NA,2017,
1313,11-Jan-17,Miercoles,22,NA,40,NA,2017,
1314,12-Jan-17,Jueves,23,NA,45,NA,2017,
1315,13-Jan-17,Viernes,23,NA,37,NA,2017,
1316,16-Jan-17,Lunes,22,NA,40,NA,2017,
1317,17-Jan-17,Martes,23,NA,43,NA,2017,
1318,18-Jan-17,Miercoles,22,NA,45,NA,2017,
1319,19-Jan-17,Jueves,22,NA,42,NA,2017,
1320,20-Jan-17,Viernes,22,NA,45,NA,2017,
1321,23-Jan-17,Lunes,22,NA,45,NA,2017,
1322,24-Jan-17,Martes,22,NA,48,NA,2017,
1323,25-Jan-17,Miercoles,23,NA,50,NA,2017,
1324,26-Jan-17,Jueves,22,NA,49,NA,2017,
1325,27-Jan-17,Viernes,24,NA,45,NA,2017,
1326,30-Jan-17,Lunes,24,NA,42,NA,2017,
1327,31-Jan-17,Martes,23,NA,48,NA,2017,
1328,1-Feb-17,Miercoles,22,NA,50,NA,2017,
1329,2-Feb-17,Jueves,22,NA,50,NA,2017,
1330,3-Feb-17,Viernes,23,NA,49,NA,2017,
1331,6-Feb-17,Lunes,22,NA,54,NA,2017,
1332,7-Feb-17,Martes,23,NA,48,NA,2017,
1333,8-Feb-17,Miercoles,22,NA,45,NA,2017,
1334,9-Feb-17,Jueves,23,NA,48,NA,2017,
1335,10-Feb-17,Viernes,22,NA,48,NA,2017,
1336,13-Feb-17,Lunes,22,NA,45,NA,2017,
1337,14-Feb-17,Martes,22,NA,35,NA,2017,
1338,15-Feb-17,Miercoles,22,NA,40,NA,2017,
1339,16-Feb-17,Jueves,22,NA,54,NA,2017,
1340,17-Feb-17,Viernes,23,NA,35,NA,2017,
1341,20-Feb-17,Lunes,21,NA,54,NA,2017,
1342,21-Feb-17,Martes,22,NA,48,NA,2017,
1343,22-Feb-17,Miercoles,22,NA,54,NA,2017,
1344,23-Feb-17,Jueves,21,NA,54,NA,2017,
1345,24-Feb-17,Viernes,21,NA,48,NA,2017,
1346,27-Feb-17,Lunes,21,NA,50,NA,2017,
1347,28-Feb-17,Martes,21,NA,54,NA,2017,
1348,1-Mar-17,Miercoles,22,NA,54,NA,2017,
1349,2-Mar-17,Jueves,23,NA,50,NA,2017,
1350,3-Mar-17,Viernes,21,NA,50,NA,2017,
1351,6-Mar-17,Lunes,22,NA,35,NA,2017,
1352,7-Mar-17,Martes,22,NA,35,NA,2017,
1353,8-Mar-17,Miercoles,22,NA,35,NA,2017,
1354,9-Mar-17,Jueves,24,NA,33,NA,2017,
1355,10-Mar-17,Viernes,25,NA,35,NA,2017,
1356,13-Mar-17,Lunes,21,NA,34,NA,2017,
1357,14-Mar-17,Martes,22,NA,35,NA,2017,
1358,15-Mar-17,Miercoles,21,NA,35,NA,2017,
1359,16-Mar-17,Jueves,22,NA,48,NA,2017,
1360,17-Mar-17,Viernes,22,NA,45,NA,2017,
1361,20-Mar-17,Lunes,21,NA,48,NA,2017,
1362,21-Mar-17,Martes,20,NA,43,NA,2017,
1363,22-Mar-17,Miercoles,23,NA,39,NA,2017,
1364,23-Mar-17,Jueves,23,NA,35,NA,2017,
1365,24-Mar-17,Viernes,20,NA,35,NA,2017,
1366,27-Mar-17,Lunes,20,NA,35,NA,2017,
1367,28-Mar-17,Martes,21,NA,35,NA,2017,
1368,29-Mar-17,Miercoles,21,NA,40,NA,2017,
1369,30-Mar-17,Jueves,22,NA,45,NA,2017,
1370,31-Mar-17,Viernes,22,NA,45,NA,2017,
1371,3-Apr-17,Lunes,23,NA,40,NA,2017,
1372,4-Apr-17,Martes,22,NA,45,NA,2017,
1373,5-Apr-17,Miercoles,22,NA,45,NA,2017,
1374,6-Apr-17,Jueves,22,NA,51,NA,2017,
1375,7-Apr-17,Viernes,23,NA,50,NA,2017,
1376,10-Apr-17,Lunes,22,NA,47,NA,2017,
1377,11-Apr-17,Martes,21,NA,50,NA,2017,
1378,12-Apr-17,Miercoles,20,NA,51,NA,2017,
1379,13-Apr-17,Jueves,23,NA,53,NA,2017,
1380,14-Apr-17,Viernes,23,NA,51,NA,2017,
1381,17-Apr-17,Lunes,20,NA,48,NA,2017,
1382,18-Apr-17,Martes,21,NA,48,NA,2017,
1383,19-Apr-17,Miercoles,20,NA,47,NA,2017,
1384,20-Apr-17,Jueves,20,NA,51,NA,2017,
1385,21-Apr-17,Viernes,23,NA,50,NA,2017,
1386,22-Apr-17,Lunes,24,NA,49,NA,2017,
1387,25-Apr-17,Martes,24,NA,51,NA,2017,
1388,26-Apr-17,Miercoles,21,NA,52,NA,2017,
1389,27-Apr-17,Jueves,23,NA,53,NA,2017,
1390,28-Apr-17,Viernes,22,NA,48,NA,2017,
1391,1-May-17,Lunes,21,NA,49,NA,2017,1
1392,2-May-17,Martes,22,NA,48,NA,2017,1
1393,3-May-17,Miercoles,24,NA,51,NA,2017,1
1394,4-May-17,Jueves,21,NA,54,NA,2017,1
1395,5-May-17,Viernes,23,NA,49,NA,2017,1
1396,8-May-17,Lunes,23,NA,51,NA,2017,1
1397,9-May-17,Martes,20,NA,50,NA,2017,1
1398,10-May-17,Miercoles,21,NA,53,NA,2017,1
1399,11-May-17,Jueves,20,NA,53,NA,2017,1
1400,12-May-17,Viernes,20,NA,50,NA,2017,1
1401,15-May-17,Lunes,21,NA,49,NA,2017,1
1402,16-May-17,Martes,22,NA,41,NA,2017,1
1403,17-May-17,Miercoles,22,NA,50,NA,2017,1
1404,18-May-17,Jueves,22,NA,51,NA,2017,1
1405,19-May-17,Viernes,21,NA,49,NA,2017,1
1406,22-May-17,Lunes,20,NA,50,NA,2017,1
1407,23-May-17,Martes,20,NA,50,NA,2017,1
1408,24-May-17,Miercoles,21,NA,48,NA,2017,1
1409,25-May-17,Jueves,23,NA,53,NA,2017,1
1410,26-May-17,Viernes,20,NA,50,NA,2017,1
1411,29-May-17,Lunes,21,NA,49,NA,2017,1
1412,30-May-17,Martes,20,NA,51,NA,2017,1
1413,31-May-17,Miercoles,21,NA,48,NA,2017,1
1414,1-Jun-17,Jueves,22,NA,53,NA,2017,1
1415,2-Jun-17,Viernes,21,NA,51,NA,2017,1
1416,5-Jun-17,Lunes,21,NA,50,NA,2017,1
1417,6-Jun-17,Martes,22,NA,49,NA,2017,1
1418,7-Jun-17,Miercoles,21,NA,47,NA,2017,1
1419,8-Jun-17,Jueves,22,NA,50,NA,2017,1
1420,9-Jun-17,Viernes,22,NA,53,NA,2017,1
1421,12-Jun-17,Lunes,22,NA,48,NA,2017,1
1422,13-Jun-17,Martes,21,NA,49,NA,2017,1
1423,14-Jun-17,Miercoles,22,NA,53,NA,2017,1
1424,15-Jun-17,Jueves,24,NA,51,NA,2017,1
1425,16-Jun-17,Viernes,23,NA,53,NA,2017,1
1426,19-Jun-17,Lunes,22,NA,54,NA,2017,1
1427,20-Jun-17,Martes,21,NA,55,NA,2017,1
1428,21-Jun-17,Miercoles,23,NA,50,NA,2017,1
1429,22-Jun-17,Jueves,22,NA,52,NA,2017,1
